"Exp","Site","Hole","Latitude_DD","Longitude_DD","Water.depth..m.","Penetration.DSF..m.","Cored.interval..m.","Recovered.length..m.","Recovery....","Drilled.interval..m.","Drilled.interval..no..","Total.cores..no..","APC.cores..no..","HLAPC.cores..no..","XCB.cores..no..","RCB.cores..no..","Other.cores..no..","Date.started..UTC.","Date.finished..UTC.","Time.on.hole..days.","Comments","Latitude","Longitude","program","repository"
"138","844","B",7.92131666666667,-90.4807666666667,3414.5,290.9,290.9,289.92,99.66,NA,0,31,20,0,11,0,0,"05/09/1991 12:30","05/10/1991 17:55",0,NA,"7 55.279 N","90 28.846 W","ODP","GCR"
"138","844","C",7.92131666666667,-90.4807666666667,3414.5,180.1,180.1,189.34,105.13,NA,0,19,19,0,0,0,0,"05/11/1991 17:45","05/12/1991 13:30",0,NA,"7 55.279 N","90 28.846 W","ODP","GCR"
"138","844","D",7.92131666666667,-90.4807666666667,3414.5,9.5,9.5,10.12,106.53,NA,0,1,1,0,0,0,0,"05/12/1991 16:40",NA,0,NA,"7 55.279 N","90 28.846 W","ODP","GCR"
"138","845","A",9.5825,-94.5908,3704.2,291.6,291.6,292.63,100.35,NA,0,31,22,0,9,0,0,"05/14/1991 09:15","05/15/1991 14:20",0,NA,"9 34.95 N","94 35.448 W","ODP","GCR"
"138","845","B",9.58218333333333,-94.5896,3704.2,199.5,199.5,195.23,97.86,NA,0,21,21,0,0,0,0,"05/16/1991 14:10","05/17/1991 10:10",0,NA,"9 34.931 N","94 35.376 W","ODP","GCR"
"138","845","C",9.58308333333333,-94.5897166666667,3704.2,28.5,28.5,28.49,99.96,NA,0,3,3,0,0,0,0,"05/17/1991 13:05","05/17/1991 14:55",0,NA,"9 34.985 N","94 35.383 W","ODP","GCR"
"138","846","A",-3.09493333333333,-90.8179666666667,3295.6,7.2,7.2,7.22,100.28,NA,0,1,1,0,0,0,0,"05/21/1991 23:30",NA,0,NA,"3 5.696 S","90 49.078 W","ODP","GCR"
"138","846","B",-3.09493333333333,-90.8179666666667,3295.8,422.4,422.4,373.44,88.41,NA,0,45,22,0,23,0,0,"05/22/1991 00:05","05/23/1991 14:35",0,NA,"3 5.696 S","90 49.078 W","ODP","GCR"
"138","846","C",-3.0966,-90.8181,3295.8,190,190,193.1,101.63,NA,0,20,20,0,0,0,0,"05/24/1991 15:30","05/25/1991 07:25",0,NA,"3 5.796 S","90 49.086 W","ODP","GCR"
"138","846","D",-3.0967,-90.8179,3295.8,245.9,245.9,247.85,100.79,NA,0,26,17,0,9,0,0,"05/25/1991 09:35","05/25/1991 05:00",0,NA,"3 5.802 S","90 49.074 W","ODP","GCR"
"138","847","A",0.193216666666667,-95.32045,3334.3,9.5,9.5,9.52,100.21,NA,0,1,1,0,0,0,0,"05/28/1991 07:00",NA,0,NA,"0 11.593 N","95 19.227 W","ODP","GCR"
"138","847","B",0.193216666666667,-95.32045,3334.3,247,247,242.19,98.05,NA,0,27,15,0,12,0,0,"05/28/1991 07:45","05/29/1991 05:40",0,NA,"0 11.593 N","95 19.227 W","ODP","GCR"
"138","847","C",0.193083333333333,-95.3198166666667,3334.3,230.3,230.3,225.71,98.01,NA,0,25,13,0,12,0,0,"05/30/1991 02:20","05/30/1991 20:30",0,NA,"0 11.585 N","95 19.189 W","ODP","GCR"
"138","847","D",0.19295,-95.3199166666667,3335.2,130.1,130.1,133.57,102.67,NA,0,14,14,0,0,0,0,"05/31/1991 00:15","05/31/1991 10:22",0,NA,"0 11.577 N","95 19.195 W","ODP","GCR"
"138","848","A",-2.9939,-110.47985,3853.4,9.4,9.4,9.54,101.49,NA,0,1,1,0,0,0,0,"06/04/1991 23:55",NA,0,NA,"2 59.634 S","110 28.791 W","ODP","GCR"
"138","848","B",-2.9939,-110.47985,3855.6,93.8,93.8,97.75,104.21,NA,0,12,11,0,1,0,0,"06/05/1991 01:00","06/05/1991 13:00",0,NA,"2 59.634 S","110 28.791 W","ODP","GCR"
"138","848","C",-2.99418333333333,-110.480083333333,3855.3,94.2,94.2,97.74,103.76,NA,0,11,10,0,1,0,0,"06/05/1991 21:25","06/06/1991 09:05",0,NA,"2 59.651 S","110 28.805 W","ODP","GCR"
"138","848","D",-2.99433333333333,-110.480133333333,3854.4,93.9,93.9,96.88,103.17,NA,0,10,10,0,0,0,0,"06/06/1991 10:55","06/06/1991 22:25",0,NA,"2 59.66 S","110 28.808 W","ODP","GCR"
"138","849","A",0.18305,-110.519716666667,3837.1,8.7,8.7,8.69,99.89,NA,0,1,1,0,0,0,0,"06/08/1991 07:45",NA,0,NA,"0 10.983 N","110 31.183 W","ODP","GCR"
"138","849","B",0.18305,-110.519716666667,3839.1,350.5,350.5,343.78,98.08,NA,0,37,13,0,24,0,0,"06/08/1991 08:55","06/09/1991 21:20",0,NA,"0 10.983 N","110 31.183 W","ODP","GCR"
"138","849","C",0.183183333333333,-110.519616666667,3839.1,104.5,104.5,105.7,101.15,NA,0,11,11,0,0,0,0,"06/10/1991 23:45","06/11/1991 09:20",0,NA,"0 10.991 N","110 31.177 W","ODP","GCR"
"138","849","D",0.183216666666667,-110.51945,3839.1,322.7,322.7,319.45,98.99,NA,0,34,11,0,23,0,0,"06/11/1991 11:15","06/12/1991 16:25",0,NA,"0 10.993 N","110 31.167 W","ODP","GCR"
"138","850","A",1.29728333333333,-110.521383333333,3786.1,74.2,74.2,77.12,103.94,NA,0,8,8,0,0,0,0,"06/13/1991 13:40","06/13/1991 20:10",0,NA,"1 17.837 N","110 31.283 W","ODP","GCR"
"138","850","B",1.29711666666667,-110.521433333333,3786.1,396.8,396.8,393.58,99.19,NA,0,42,10,0,32,0,0,"06/13/1991 21:50","06/15/1991 13:15",0,NA,"1 17.827 N","110 31.286 W","ODP","GCR"
"138","851","A",2.77038333333333,-110.5718,3761.3,6.5,6.5,6.45,99.23,NA,0,1,1,0,0,0,0,"06/17/1991 06:05",NA,0,NA,"2 46.223 N","110 34.308 W","ODP","GCR"
"138","851","B",2.77038333333333,-110.5718,3760.3,320.5,320.5,318.05,99.24,NA,0,34,15,0,19,0,0,"06/17/1991 07:00","06/18/1991 15:20",0,NA,"2 46.223 N","110 34.308 W","ODP","GCR"
"138","851","C",2.77023333333333,-110.571566666667,3760.3,133,133,136.65,102.74,NA,0,14,14,0,0,0,0,"06/19/1991 11:20","06/19/1991 23:50",0,NA,"2 46.214 N","110 34.294 W","ODP","GCR"
"138","851","D",2.77023333333333,-110.571566666667,3759.3,19,19,20.1,105.79,NA,0,2,2,0,0,0,0,"06/20/1991 02:05","06/20/1991 03:10",0,NA,"2 46.214 N","110 34.294 W","ODP","GCR"
"138","851","E",2.77021666666667,-110.571483333333,3760.3,318.4,318.4,316.69,99.46,NA,0,35,14,0,21,0,0,"06/20/1991 03:55","06/21/1991 12:50",0,NA,"2 46.213 N","110 34.289 W","ODP","GCR"
"138","852","A",5.29276666666667,-110.076316666667,3861,5.8,5.8,5.86,101.03,NA,0,1,1,0,0,0,0,"06/22/1991 18:30",NA,0,NA,"5 17.566 N","110 4.579 W","ODP","GCR"
"138","852","B",5.29276666666667,-110.076316666667,3859.9,113.4,113.4,119.68,105.54,NA,0,13,13,0,0,0,0,"06/22/1991 19:25","06/23/1991 07:35",0,NA,"5 17.566 N","110 4.579 W","ODP","GCR"
"138","852","C",5.29251666666667,-110.076033333333,3859.8,117.3,117.3,125.59,107.07,NA,0,13,12,0,1,0,0,"06/23/1991 09:40","06/23/1991 22:00",0,NA,"5 17.551 N","110 4.562 W","ODP","GCR"
"138","852","D",5.2925,-110.075616666667,3859.8,114,114,120.56,105.75,NA,0,12,12,0,0,0,0,"06/23/1991 23:50","06/24/1991 11:00",0,NA,"5 17.55 N","110 4.537 W","ODP","GCR"
"138","853","A",7.21101666666667,-109.7514,3714.3,9.5,9.5,10.15,106.84,NA,0,1,1,0,0,0,0,"06/25/1991 19:45",NA,0,NA,"7 12.661 N","109 45.084 W","ODP","GCR"
"138","853","B",7.21101666666667,-109.7514,3715.5,72.4,72.4,77.68,107.29,NA,0,9,9,0,0,0,0,"06/25/1991 20:40","06/26/1991 04:25",0,NA,"7 12.661 N","109 45.084 W","ODP","GCR"
"138","853","C",7.21083333333333,-109.7513,3714.8,68.2,68.2,69.57,102.01,NA,0,8,7,0,1,0,0,"06/26/1991 06:30","06/26/1991 13:45",0,NA,"7 12.65 N","109 45.078 W","ODP","GCR"
"138","853","D",7.21085,-109.751233333333,3712.5,65.8,65.8,68.81,104.57,NA,0,7,7,0,0,0,0,"06/26/1991 15:20","06/26/1991 20:55",0,NA,"7 12.651 N","109 45.074 W","ODP","GCR"
"138","853","E",7.21085,-109.751233333333,3713.5,18,18,18.51,102.83,NA,0,2,2,0,0,0,0,"06/26/1991 22:30","06/26/1991 23:25",0,NA,"7 12.651 N","109 45.074 W","ODP","GCR"
"138","854","A",11.2238833333333,-109.5942,3567.9,28.7,28.7,20.89,72.79,NA,0,3,2,0,1,0,0,"06/28/1991 12:45","06/28/1991 14:30",0,NA,"11 13.433 N","109 35.652 W","ODP","GCR"
"138","854","B",11.2238833333333,-109.5942,3567.4,45.4,45.4,48.01,105.75,NA,0,5,5,0,0,0,0,"06/28/1991 16:50","06/28/1991 20:15",0,NA,"11 13.433 N","109 35.652 W","ODP","GCR"
"138","854","C",11.22385,-109.59415,3568.2,46,46,54.03,117.46,NA,0,6,6,0,0,0,0,"06/28/1991 21:45","06/29/1991 02:55",0,NA,"11 13.431 N","109 35.649 W","ODP","GCR"
"139","855","A",48.44272,-128.63785,2444.8,76.4,76.4,33.99,44.49,NA,0,9,0,0,0,9,0,"07/16/1991 02:10","07/16/1991 13:00",0,NA,"48 26.5632 N","128 38.271 W","ODP","GCR"
"139","855","B",48.4428,-128.63757,2446.3,63.3,63.3,12.39,19.57,NA,0,8,0,0,0,8,0,"07/16/1991 15:30","07/17/1991 01:00",0,NA,"48 26.568 N","128 38.2542 W","ODP","GCR"
"139","855","C",48.44285,-128.63868,2443.8,111,111,60.77,54.75,NA,0,13,0,0,0,13,0,"07/17/1991 03:05","07/18/1991 01:45",0,NA,"48 26.571 N","128 38.3208 W","ODP","GCR"
"139","855","D",48.44237,-128.63862,2443.8,39.1,39.1,1.98,5.06,NA,0,6,0,0,0,6,0,"07/18/1991 06:50","07/18/1991 19:45",0,NA,"48 26.5422 N","128 38.3172 W","ODP","GCR"
"139","856","A",48.43668,-128.68063,2395.1,115.7,115.7,102.04,88.19,NA,0,14,9,0,5,0,0,"07/19/1991 05:40","07/19/1991 23:00",0,NA,"48 26.2008 N","128 40.8378 W","ODP","GCR"
"139","856","B",48.43503,-128.68018,2420,121.7,121.7,108.33,89.01,NA,0,16,9,0,7,0,0,"07/20/1991 02:40","07/21/1991 00:30",0,NA,"48 26.1018 N","128 40.8108 W","ODP","GCR"
"139","856","C",48.43403,-128.68093,2437.3,2,2,7.06,353,NA,0,1,1,0,0,0,0,"07/21/1991 03:20","07/21/1991 04:30",0,NA,"48 26.0418 N","128 40.8558 W","ODP","GCR"
"139","856","D",48.43376,-128.68093,2438.3,5,5,8.3,166,NA,0,1,1,0,0,0,0,"07/21/1991 04:30","07/21/1991 04:55",0,NA,"48 26.0256 N","128 40.8558 W","ODP","GCR"
"139","856","E",48.43348,-128.68093,2436.4,2.4,2.4,2.43,101.25,NA,0,1,1,0,0,0,0,"07/21/1991 04:55",NA,0,NA,"48 26.0088 N","128 40.8558 W","ODP","GCR"
"139","856","F",48.43363,-128.68105,2423.3,23.6,23.6,0.56,2.37,NA,0,3,0,0,3,0,0,"07/21/1991 06:30","07/21/1991 11:55",0,NA,"48 26.0178 N","128 40.863 W","ODP","GCR"
"139","856","G",48.4336,-128.68102,2422.8,65.4,65.4,21.69,33.17,NA,0,7,0,0,0,7,0,"07/22/1991 04:45","07/22/1991 22:45",0,NA,"48 26.016 N","128 40.8612 W","ODP","GCR"
"139","856","H",48.43367,-128.68098,2423.8,93.8,93.8,18.86,20.11,NA,0,17,0,0,0,17,0,"07/24/1991 03:25","07/25/1991 13:10",0,NA,"48 26.0202 N","128 40.8588 W","ODP","GCR"
"139","857","A",48.44158,-128.71338,2418.3,110.3,110.3,94.72,85.87,NA,0,14,9,0,3,0,2,"07/27/1991 06:50","07/28/1991 01:15",0,NA,"48 26.4948 N","128 42.8028 W","ODP","GCR"
"139","857","B",48.4415,-128.7234,2418.3,22.4,22.4,23.44,104.64,NA,0,3,3,0,0,0,0,"07/28/1991 04:15","07/28/1991 06:40",0,NA,"48 26.49 N","128 43.404 W","ODP","GCR"
"139","857","C",48.44142,-128.71137,2421.7,514.7,514.7,169.04,32.84,NA,0,68,0,0,0,68,0,"07/28/1991 20:00","08/02/1991 10:45",0,NA,"48 26.4852 N","128 42.6822 W","ODP","GCR"
"139","857","D",48.44195,-128.71085,2420.6,354.7,354.7,37.36,10.53,NA,0,37,0,0,0,37,0,"08/24/1991 18:30","08/29/1991 12:45",0,NA,"48 26.517 N","128 42.651 W","ODP","GCR"
"139","858","A",48.45688,-128.7118,2409.1,339.1,339.1,97.77,28.83,NA,0,39,8,0,30,0,1,"08/10/1991 10:30","08/12/1991 23:55",0,NA,"48 27.4128 N","128 42.708 W","ODP","GCR"
"139","858","B",48.4556,-128.70908,2409.3,38.6,38.6,31.67,82.05,NA,0,9,5,0,4,0,0,"08/13/1991 15:30","08/14/1991 05:05",0,NA,"48 27.336 N","128 42.5448 W","ODP","GCR"
"139","858","C",48.4556,-128.711,2416.9,91.6,91.6,55.5,60.59,NA,0,14,8,0,5,0,1,"08/14/1991 08:45","08/15/1991 04:30",0,NA,"48 27.336 N","128 42.66 W","ODP","GCR"
"139","858","D",48.45623,-128.70883,2415.1,40.7,40.7,30.43,74.77,NA,0,7,4,0,2,0,1,"08/15/1991 07:40","08/15/1991 18:00",0,NA,"48 27.3738 N","128 42.5298 W","ODP","GCR"
"139","858","E",48.45613,-128.70885,2415.1,NA,NA,NA,0,NA,0,0,0,0,0,0,1,"08/16/1991 07:10",NA,0,NA,"48 27.3678 N","128 42.531 W","ODP","GCR"
"139","858","F",48.45615,-128.70878,2415.1,269.1,269.1,8.17,3.04,NA,0,28,0,0,0,28,1,"08/16/1991 09:15","08/18/1991 07:05",0,NA,"48 27.369 N","128 42.5268 W","ODP","GCR"
"139","858","G",48.456,-128.70885,2415.1,155.8,155.8,6.86,4.4,NA,0,16,0,0,0,16,0,"09/04/1991 13:00","09/06/1991 16:00",0,NA,"48 27.36 N","128 42.531 W","ODP","GCR"
"14","135","*",35.3467,-10.4243,4152,57,57,24.7,43.33,NA,0,9,0,0,0,9,0,NA,NA,0,NA,"35 20.802 N","10 25.458 W","DSDP","BCR"
"14","136","*",34.1688,-16.3032,4169,208,208,33.95,16.32,NA,0,10,0,0,0,9,1,NA,NA,0,NA,"34 10.128 N","16 18.192 W","DSDP","BCR"
"14","137","*",25.9255,-27.0607,5361,136,136,69.2,50.88,NA,0,17,0,0,0,17,0,NA,NA,0,NA,"25 55.53 N","27 3.642 W","DSDP","BCR"
"14","138","*",25.9228,-25.5632,5288,54,54,26.9,49.81,NA,0,7,0,0,0,7,0,NA,NA,0,NA,"25 55.368 N","25 33.792 W","DSDP","BCR"
"14","139","*",23.519,-18.7043,3047,55,38,19.7,51.84,17,2,5,0,0,0,5,0,NA,NA,0,NA,"23 31.14 N","18 42.258 W","DSDP","BCR"
"14","140","*",21.7495,-21.792,4483,53,48,30.7,63.96,5,1,7,0,0,0,7,0,NA,NA,0,NA,"21 44.97 N","21 47.52 W","DSDP","BCR"
"14","140","A",21.7495,-21.792,4483,18,18,9.7,53.89,NA,0,2,0,0,0,2,0,NA,NA,0,NA,"21 44.97 N","21 47.52 W","DSDP","BCR"
"14","141","*",19.4193,-23.9985,4148,81,81,72.3,89.26,NA,0,10,0,0,0,10,0,NA,NA,0,NA,"19 25.158 N","23 59.91 W","DSDP","BCR"
"14","142","*",3.3692,-42.3915,4372,78,78,42.8,54.87,NA,0,10,0,0,0,9,1,NA,NA,0,NA,"3 22.152 N","42 23.49 W","DSDP","BCR"
"14","143","*",9.47416666666667,-54.3118333333333,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,NA,"9 28.45 N","54 18.71 W","DSDP","BCR"
"14","143","A",9.47416666666667,-54.3118333333333,3493,9,9,3,33.33,NA,0,1,0,0,0,1,0,NA,NA,0,NA,"9 28.45 N","54 18.71 W","DSDP","BCR"
"14","144","*",9.4538,-54.342,2957,40,40,28,70,NA,0,8,0,0,0,8,0,NA,NA,0,NA,"9 27.228 N","54 20.52 W","DSDP","BCR"
"14","144","A",9.4538,-54.342,2957,53,53,28.9,54.53,NA,0,6,0,0,0,6,0,NA,NA,0,NA,"9 27.228 N","54 20.52 W","DSDP","BCR"
"14","144","B",9.4538,-54.342,2957,27,27,26.9,99.63,NA,0,3,0,0,0,3,0,NA,NA,0,NA,"9 27.228 N","54 20.52 W","DSDP","BCR"
"140","504","B",1.22685,-83.7303,3462.7,378.9,378.9,47.69,12.59,NA,0,55,0,0,0,54,4,"10/09/1991 15:40","11/06/1991 16:50",0,NA,"1 13.611 N","83 43.818 W","ODP","GCR"
"141","859","A",-45.896,-75.8528,2741.2,145,145,53.56,36.94,NA,0,21,5,0,12,0,4,"11/29/1991 09:15","12/01/1991 20:15",0,NA,"45 53.76 S","75 51.168 W","ODP","GCR"
"141","859","B",-45.895,-75.8557,2748.9,365,365,169.67,46.48,NA,0,38,0,0,0,38,0,"12/02/1991 17:45","12/06/1991 20:00",0,NA,"45 53.7 S","75 51.342 W","ODP","GCR"
"141","860","A",-45.886,-75.7517,2147.8,9.5,9.5,9.78,102.95,NA,0,1,1,0,0,0,0,"12/09/1991 06:00",NA,0,NA,"45 53.16 S","75 45.102 W","ODP","GCR"
"141","860","B",-45.886,-75.7517,2145.9,617.8,617.8,225.83,36.55,NA,0,70,7,0,59,0,4,"12/09/1991 06:45","12/15/1991 19:15",0,NA,"45 53.16 S","75 45.102 W","ODP","GCR"
"141","861","A",-45.85,-75.6922,1666.2,9.5,9.5,10,105.26,NA,0,1,1,0,0,0,0,"12/17/1991 13:15","12/17/1991 13:45",0,NA,"45 51 S","75 41.532 W","ODP","GCR"
"141","861","B",-45.85,-75.6922,1671.2,9.5,9.5,9.92,104.42,NA,0,1,1,0,0,0,0,"12/17/1991 13:45",NA,0,NA,"45 51 S","75 41.532 W","ODP","GCR"
"141","861","C",-45.85,-75.6922,1662.2,353.1,353.1,202.17,57.26,NA,0,41,9,0,28,0,4,"12/17/1991 14:30","12/20/1991 14:00",0,NA,"45 51 S","75 41.532 W","ODP","GCR"
"141","861","D",-45.85,-75.6917,1640.9,154,154,40.65,26.4,NA,0,16,0,0,0,16,0,"12/21/1991 11:45","12/22/1991 16:30",0,NA,"45 51 S","75 41.502 W","ODP","GCR"
"141","862","A",-46.508,-75.8267,1274.9,22.1,22.1,21.45,97.06,NA,0,5,4,0,1,0,0,"12/25/1991 03:20","12/25/1991 09:00",0,NA,"46 30.48 S","75 49.602 W","ODP","GCR"
"141","862","B",-46.508,-75.8267,1268.6,25.4,25.4,6.1,24.02,NA,0,3,0,0,3,0,1,"12/25/1991 11:30","12/25/1991 19:45",0,NA,"46 30.48 S","75 49.602 W","ODP","GCR"
"141","862","C",-46.509,-75.8261,1228.6,62.1,62.1,1.47,2.37,NA,0,8,0,0,0,7,2,"12/26/1991 06:30","12/27/1991 02:59",0,NA,"46 30.54 S","75 49.566 W","ODP","GCR"
"141","863","A",-46.237,-75.7729,2564.2,297.3,297.3,75.39,25.36,NA,0,31,6,0,25,0,0,"12/29/1991 20:00","01/01/1992 11:00",0,NA,"46 14.22 S","75 46.374 W","ODP","GCR"
"141","863","B",-46.237,-75.7729,2564.2,445.6,445.6,192.91,43.29,NA,0,49,0,0,7,40,2,"01/02/1992 09:15","01/07/1992 07:25",0,NA,"46 14.22 S","75 46.374 W","ODP","GCR"
"142","864","A",9.5142,-104.244,2571.2,8.6,8.6,9.5,110.47,NA,0,5,0,0,0,0,5,"01/07/1992 07:00","02/24/1992 06:50",0,NA,"9 30.852 N","104 14.64 W","ODP","GCR"
"142","864","B",9.5142,-104.244,2572.4,0.1,0.1,0,0,NA,0,1,0,0,0,1,1,"02/29/1992 21:35","03/01/1992 07:15",0,NA,"9 30.852 N","104 14.64 W","ODP","GCR"
"142","864","C",9.51418666666667,-104.244246666667,2572.4,6.8,6.8,0,0,NA,0,1,0,0,0,0,1,NA,NA,0,NA,"9 30.8512 N","104 14.6548 W","ODP","GCR"
"143","865","A",18.4402,-179.5556,1518.4,870.9,870.9,131.57,15.11,NA,0,94,0,0,0,94,0,"03/28/1992 04:00","04/01/1992 13:50",0,NA,"18 26.412 N","179 33.336 W","ODP","GCR"
"143","865","B",18.4403,-179.5558,1516.2,165.5,165.5,123.66,74.72,NA,0,19,14,0,5,0,0,"04/03/1992 18:00","04/04/1992 11:10",0,NA,"18 26.418 N","179 33.348 W","ODP","GCR"
"143","865","C",18.4404,-179.5556,1517.4,136.3,136.3,114.11,83.72,NA,0,15,15,0,0,0,0,"04/04/1992 13:20","04/04/1992 21:45",0,NA,"18 26.424 N","179 33.336 W","ODP","GCR"
"143","866","A",21.3326,174.3141,1361.8,1743.6,1743.6,268.42,15.39,NA,0,188,0,0,0,187,2,"04/07/1992 01:15","04/20/1992 05:15",0,NA,"21 19.956 N","174 18.846 E","ODP","GCR"
"143","866","B",21.3325,174.3145,1346.1,117.4,117.4,23.16,19.73,NA,0,13,0,0,0,0,13,"04/24/1992 01:00","04/24/1992 10:50",0,NA,"21 19.95 N","174 18.87 E","ODP","GCR"
"143","867","A",21.3494,174.3092,1352.2,10,10,0.07,0.7,NA,0,1,0,0,0,0,1,"04/24/1992 21:45",NA,0,NA,"21 20.964 N","174 18.552 E","ODP","GCR"
"143","867","B",21.3493,174.3095,1352.2,76.8,76.8,22.46,29.24,NA,0,14,0,0,0,13,1,"04/24/1992 09:00","04/26/1992 15:00",0,NA,"21 20.958 N","174 18.57 E","ODP","GCR"
"143","868","A",21.3529,174.3094,1385,20.3,20.3,9.4,46.31,NA,0,5,0,0,0,5,0,"04/27/1992 20:45","04/28/1992 13:30",0,NA,"21 21.174 N","174 18.564 E","ODP","GCR"
"143","869","A",11.0002,164.7495,4826.7,166.5,166.5,129.27,77.64,NA,0,18,9,0,9,0,0,"05/03/1992 03:30","05/04/1992 02:00",0,NA,"11 .012 N","164 44.97 E","ODP","GCR"
"143","869","B",11.0002,164.7503,4826.7,656.2,656.2,242.5,36.96,NA,0,68,0,0,0,68,1,"05/04/1992 23:30","05/12/1992 14:10",0,NA,"11 .012 N","164 45.018 E","ODP","GCR"
"143","870","A",11.3472,162.263,38.6,0.2,0.2,0.19,95,NA,0,1,1,0,0,0,0,"05/16/1992 08:30",NA,0,NA,"11 20.832 N","162 15.78 E","ODP","GCR"
"143","870","B",11.3472,162.263,37.5,31.3,31.3,0.41,1.31,NA,0,3,0,0,3,0,0,"05/16/1992 10:30","05/16/1992 13:30",0,NA,"11 20.832 N","162 15.78 E","ODP","GCR"
"144","801","C",18.6423,156.359768333333,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,NA,"18 38.538 N","156 21.5861 E","ODP","GCR"
"144","871","A",5.5572,172.3443,1254.6,151.9,151.9,126.05,82.98,NA,0,17,15,0,2,0,0,"05/24/1992 03:40","05/24/1992 14:40",0,NA,"5 33.432 N","172 20.658 E","ODP","GCR"
"144","871","B",5.5573,172.3443,1254,152.4,152.4,103.94,68.2,NA,0,17,15,0,2,0,0,"05/24/1992 16:45","05/25/1992 03:20",0,NA,"5 33.438 N","172 20.658 E","ODP","GCR"
"144","871","C",5.5573,172.3443,1254.6,376,376,55.01,14.63,NA,0,41,0,0,0,40,1,"05/25/1992 16:30","05/28/1992 18:35",0,NA,"5 33.438 N","172 20.658 E","ODP","GCR"
"144","872","A",10.0975,162.866,1083.6,144,144,123.63,85.85,NA,0,18,17,0,1,0,0,"06/02/1992 07:15","06/02/1992 23:05",0,NA,"10 5.85 N","162 51.96 E","ODP","GCR"
"144","872","B",10.0968,162.8666,1083.6,86.3,86.3,25.96,30.08,NA,0,9,0,0,0,9,0,"06/03/1992 08:00","06/03/1992 09:45",0,NA,"10 5.808 N","162 51.996 E","ODP","GCR"
"144","872","C",10.0977,162.8667,1082.1,148,148,145.72,98.46,NA,0,18,16,0,2,0,0,"06/05/1992 03:55","06/05/1992 17:00",0,NA,"10 5.862 N","162 52.002 E","ODP","GCR"
"144","873","A",11.8966,164.9198,1335,178,178,35.73,20.07,NA,0,21,0,0,0,21,0,"06/07/1992 01:55","06/09/1992 03:40",0,NA,"11 53.796 N","164 55.188 E","ODP","GCR"
"144","873","B",11.8973,164.9205,1334,69,69,53.83,78.01,NA,0,10,7,0,0,0,3,"06/10/1992 23:25","06/11/1992 09:45",0,NA,"11 53.838 N","164 55.23 E","ODP","GCR"
"144","874","A",12.0036,164.9398,1374.9,7,7,1.5,21.43,NA,0,1,0,0,0,1,0,"06/12/1992 05:30",NA,0,NA,"12 .216 N","164 56.388 E","ODP","GCR"
"144","874","B",12.0038,164.9398,1374.9,193.5,193.5,32.31,16.7,NA,0,24,0,0,0,24,0,"06/13/1992 01:00","06/14/1992 16:20",0,NA,"12 .228 N","164 56.388 E","ODP","GCR"
"144","875","A",12.0126,164.9411,1410.8,11.2,11.2,0.25,2.23,NA,0,1,0,0,0,1,0,"06/15/1992 18:15",NA,0,NA,"12 .756 N","164 56.466 E","ODP","GCR"
"144","875","B",12.0126,164.9411,1409.8,40,40,1.95,4.88,NA,0,4,0,0,0,4,0,"06/15/1992 21:30","06/16/1992 00:45",0,NA,"12 .756 N","164 56.466 E","ODP","GCR"
"144","875","C",12.0126,164.9411,1408.8,133,133,17.62,13.25,NA,0,16,0,0,0,0,16,"06/16/1992 11:15","06/17/1992 11:00",0,NA,"12 .756 N","164 56.466 E","ODP","GCR"
"144","876","A",12.2466,164.9318,1398.8,154,154,14.82,9.62,NA,0,18,0,0,0,17,1,"06/17/1992 18:20","06/18/1992 20:00",0,NA,"12 14.796 N","164 55.908 E","ODP","GCR"
"144","877","A",12.0191,164.9221,1354.8,190.4,190.4,25.23,13.25,NA,0,20,0,0,0,20,0,"06/19/1992 05:55","06/20/1992 19:00",0,NA,"12 1.146 N","164 55.326 E","ODP","GCR"
"144","878","A",27.319,151.8838,1323.2,909.9,909.9,265.22,29.15,NA,0,97,0,0,0,72,26,"06/29/1992 04:05","07/10/1992 13:40",0,NA,"27 19.14 N","151 53.028 E","ODP","GCR"
"144","878","B",27.319,151.8838,1323.2,5.8,5.8,0.62,10.69,NA,0,1,0,0,0,1,0,"07/02/1992 11:45","07/02/1992 13:40",0,NA,"27 19.14 N","151 53.028 E","ODP","GCR"
"144","878","C",27.319,151.8838,1323.2,6,6,0.51,8.5,NA,0,1,0,0,0,1,0,"07/02/1992 13:40",NA,0,NA,"27 19.14 N","151 53.028 E","ODP","GCR"
"144","879","A",34.1738,144.3088,1500.8,226.5,226.5,39.55,17.46,NA,0,24,0,0,0,24,0,"07/15/1992 05:10","07/17/1992 10:45",0,NA,"34 10.428 N","144 18.528 E","ODP","GCR"
"144","880","A",34.2087,144.312,1524.8,18.4,18.4,18.7,101.63,NA,0,2,2,0,0,0,0,"07/18/1992 15:15","07/18/1992 15:50",0,NA,"34 12.522 N","144 18.72 E","ODP","GCR"
"145","881","A",47.10227,161.49153,5531.1,9.5,9.5,9.92,104.42,NA,0,1,1,0,0,0,0,"07/29/1992 10:10",NA,0,NA,"47 6.1362 N","161 29.4918 E","ODP","GCR"
