"Exp","Site","Hole","Latitude_DD","Longitude_DD","Water.depth..m.","Penetration.DSF..m.","Cored.interval..m.","Recovered.length..m.","Recovery....","Drilled.interval..m.","Drilled.interval..no..","Total.cores..no..","APC.cores..no..","HLAPC.cores..no..","XCB.cores..no..","RCB.cores..no..","Other.cores..no..","Date.started..UTC.","Date.finished..UTC.","Time.on.hole..days.","Comments","Latitude","Longitude","program","repository"
"329","U1366","C",-26.0514083333333,-156.8945,5129.54,25,25,25.42,101.68,NA,0,3,3,0,0,0,0,"2010-10-30 13:00:00","2010-10-30 17:15:00",0.18,"Shoot depth 5137 mbrf","26 03.0845 S","156 53.6700 W","IODP","GCR"
"329","U1366","D",-26.0514166666667,-156.89442,5126.14,20.9,20.9,18.86,90.24,NA,0,4,3,0,1,0,0,"2010-10-30 17:15:00","2010-10-30 23:30:00",0.26,"Shoot depth 5137 mbrf","26 03.0850 S","156 53.6652 W","IODP","GCR"
"329","U1366","E",-26.051405,-156.894708333333,5127.83,4.7,4.7,4.71,100.21,NA,0,1,1,0,0,0,0,"2010-10-30 23:30:00","2010-10-31 00:15:00",0.03,"Shoot depth 5134 mbrf","26 03.0843 S","156 53.6825 W","IODP","GCR"
"329","U1366","F",-26.0513933333333,-156.894895,5127.03,30.1,30.1,30.15,100.17,NA,0,4,4,0,0,0,0,"2010-10-31 00:15:00","2010-10-31 18:15:00",0.75,"Shoot depth 5134 mbrf","26 03.0836 S","156 53.6937 W","IODP","GCR"
"329","U1367","A",-26.48162,-137.93941,4290.94,21.2,NA,NA,0,21.2,1,0,0,0,0,0,0,"2010-11-03 23:00:00","2010-11-05 08:15:00",1.39,NA,"26 28.8972 S","137 56.3646 W","IODP","GCR"
"329","U1367","B",-26.48161,-137.939628333333,4288.94,22.3,22.3,22.31,100.04,NA,0,4,4,0,0,0,0,"2010-11-05 08:15:00","2010-11-05 14:45:00",0.27,NA,"26 28.8966 S","137 56.3777 W","IODP","GCR"
"329","U1367","C",-26.4814333333333,-137.939638333333,4288.24,26.7,26.7,27.01,101.16,NA,0,4,4,0,0,0,0,"2010-11-05 14:45:00","2010-11-05 20:00:00",0.22,NA,"26 28.8860 S","137 56.3783 W","IODP","GCR"
"329","U1367","D",-26.481435,-137.939431666667,4288.04,25.5,25.5,24.54,96.24,NA,0,4,4,0,0,0,0,"2010-11-05 20:00:00","2010-11-06 03:00:00",0.29,NA,"26 28.8861 S","137 56.3659 W","IODP","GCR"
"329","U1367","E",-26.4814266666667,-137.93923,4287.64,24.4,24.4,23.15,94.88,NA,0,3,3,0,0,0,0,"2010-11-06 03:00:00","2010-11-06 14:00:00",0.46,NA,"26 28.8856 S","137 56.3538 W","IODP","GCR"
"329","U1367","F",-26.4816,-137.93923,4288.94,55.5,38.5,4.33,11.25,17,1,5,0,0,0,5,0,"2010-11-06 14:00:00","2010-11-09 05:45:00",2.66,NA,"26 28.8960 S","137 56.3538 W","IODP","GCR"
"329","U1368","A",-27.916695,-123.160936666667,3739.98,13.6,NA,NA,0,13.6,1,0,0,0,0,0,0,"2010-11-12 15:45:00","2010-11-13 02:00:00",0.43,NA,"27 55.0017 S","123 09.6562 W","IODP","GCR"
"329","U1368","B",-27.9167066666667,-123.161131666667,3739.06,16,16,15.84,99,NA,0,3,3,0,0,0,0,"2010-11-13 02:00:00","2010-11-13 07:00:00",0.21,"Shoot depth at 3746 mbrf","27 55.0024 S","123 09.6679 W","IODP","GCR"
"329","U1368","C",-27.9165266666667,-123.161135,3738.56,16.3,16.3,16.34,100.25,NA,0,2,2,0,0,0,0,"2010-11-13 07:00:00","2010-11-13 09:15:00",0.09,"Shoot depth 3748 mbrf","27 54.9916 S","123 09.6681 W","IODP","GCR"
"329","U1368","D",-27.9165333333333,-123.160935,3739.06,15,15,15.04,100.27,NA,0,2,2,0,0,0,0,"2010-11-13 09:15:00","2010-11-13 11:30:00",0.09,"Shoot depth 3748 mbrf","27 54.9920 S","123 09.6561 W","IODP","GCR"
"329","U1368","E",-27.91653,-123.160736666667,3740.96,10.6,10.6,10.58,99.81,NA,0,2,2,0,0,0,0,"2010-11-13 11:30:00","2010-11-13 20:00:00",0.35,"Shoot depth 3748 mbrf","27 54.9918 S","123 09.6442 W","IODP","GCR"
"329","U1368","F",-27.9167016666667,-123.160721666667,3740.96,115.1,115.1,31.74,27.58,NA,0,14,0,0,0,14,0,"2010-11-13 20:00:00","2010-11-18 12:30:00",4.69,NA,"27 55.0021 S","123 09.6433 W","IODP","GCR"
"329","U1369","A",-39.310295,-139.800638333333,5279.43,12.2,NA,NA,0,12.2,1,0,0,0,0,0,0,"2010-11-22 15:00:00","2010-11-23 01:30:00",0.44,NA,"39 18.6177 S","139 48.0383 W","IODP","GCR"
"329","U1369","B",-39.3102966666667,-139.80087,5275.23,15.9,15.9,18.14,114.09,NA,0,3,3,0,0,0,0,"2010-11-23 01:30:00","2010-11-23 10:30:00",0.38,NA,"39 18.6178 S","139 48.0522 W","IODP","GCR"
"329","U1369","C",-39.3101166666667,-139.800865,5276.93,14.6,14.6,16.1,110.27,NA,0,3,3,0,0,0,0,"2010-11-23 10:30:00","2010-11-23 15:30:00",0.21,NA,"39 18.6070 S","139 48.0519 W","IODP","GCR"
"329","U1369","D",-39.310115,-139.80063,5276.93,0.1,0.1,0.08,80,NA,0,1,1,0,0,0,0,"2010-11-23 15:30:00","2010-11-23 16:15:00",0.03,NA,"39 18.6069 S","139 48.0378 W","IODP","GCR"
"329","U1369","E",-39.3101166666667,-139.80041,5277.73,15.5,15.5,15.49,99.94,NA,0,3,3,0,0,0,0,"2010-11-23 16:15:00","2010-11-24 07:30:00",0.64,NA,"39 18.6070 S","139 48.0246 W","IODP","GCR"
"329","U1370","A",-41.8521483333333,-153.106331666667,5074.58,66.7,NA,NA,0,66.7,1,0,0,0,0,0,0,"2010-11-26 16:00:00","2010-11-27 06:15:00",0.59,"Offset from Hole U1370B","41 51.1289 S","153 06.3799 W","IODP","GCR"
"329","U1370","B",-41.8521416666667,-153.106588333333,5074.58,7.8,7.8,7.81,100.13,NA,0,1,1,0,0,0,0,"2010-11-27 06:15:00","2010-11-27 10:00:00",0.16,NA,"41 51.1285 S","153 06.3953 W","IODP","GCR"
"329","U1370","C",-41.8519516666667,-153.106625,5074.58,7.8,NA,NA,0,7.8,1,0,0,0,0,0,0,"2010-11-27 10:00:00","2010-11-27 20:00:00",0.42,NA,"41 51.1171 S","153 06.3975 W","IODP","GCR"
"329","U1370","D",-41.8519266666667,-153.106353333333,5073.58,68.2,68.2,70.26,103.02,NA,0,8,8,0,0,0,0,"2010-11-27 20:00:00","2010-11-28 12:45:00",0.7,NA,"41 51.1156 S","153 06.3812 W","IODP","GCR"
"329","U1370","E",-41.85193,-153.106113333333,5074.16,65.6,65.6,70.2,107.01,NA,0,9,9,0,0,0,0,"2010-11-28 12:45:00","2010-11-29 09:00:00",0.84,NA,"41 51.1158 S","153 06.3668 W","IODP","GCR"
"329","U1370","F",-41.8521116666667,-153.106123333333,5073.65,64.7,64.7,66.32,102.5,NA,0,8,8,0,0,0,0,"2010-11-29 09:00:00","2010-11-30 06:00:00",0.88,NA,"41 51.1267 S","153 06.3674 W","IODP","GCR"
"329","U1371","A",-45.9641533333333,-163.184188333333,5305.2,123.5,NA,NA,0,123.5,1,0,0,0,0,0,0,"2010-12-02 09:00:00","2010-12-02 23:45:00",0.61,"Basement at 5438.5 mbrf","45 57.8492 S","163 11.0513 W","IODP","GCR"
"329","U1371","B",-45.9641816666667,-163.184455,5305.18,8.1,8.1,8.15,100.62,NA,0,1,1,0,0,0,0,"2010-12-02 23:45:00","2010-12-03 03:00:00",0.14,"Water core from 5310 mbrf.","45 57.8509 S","163 11.0673 W","IODP","GCR"
"329","U1371","C",-45.9640066666667,-163.184473333333,5300.78,9.5,9.5,9.83,103.47,NA,0,1,1,0,0,0,0,"2010-12-03 03:00:00","2010-12-03 04:45:00",0.07,NA,"45 57.8404 S","163 11.0684 W","IODP","GCR"
"329","U1371","D",-45.96399,-163.184186666667,5299.88,126,126,126.87,100.69,NA,0,14,14,0,0,0,0,"2010-12-03 04:45:00","2010-12-04 13:30:00",1.36,NA,"45 57.8394 S","163 11.0512 W","IODP","GCR"
"329","U1371","E",-45.963995,-163.183941666667,5287.55,128.2,128.2,118.16,92.17,NA,0,14,14,0,0,0,0,"2010-12-04 13:30:00","2010-12-05 11:00:00",0.9,NA,"45 57.8397 S","163 11.0365 W","IODP","GCR"
"329","U1371","F",-45.96417,-163.183948333333,5285.64,130.6,130.6,118.44,90.69,NA,0,14,14,0,0,0,0,"2010-12-05 11:00:00","2010-12-06 07:00:00",0.83,NA,"45 57.8502 S","163 11.0369 W","IODP","GCR"
"329","U1371","G",-45.964395,-163.183933333333,5302.72,1.4,1.4,1.37,97.86,NA,0,1,1,0,0,0,0,"2010-12-06 07:00:00","2010-12-06 09:45:00",0.11,NA,"45 57.8637 S","163 11.0360 W","IODP","GCR"
"329","U1371","H",-45.9644133333333,-163.184186666667,5298.92,6.2,6.2,6.19,99.84,NA,0,1,1,0,0,0,0,"2010-12-06 09:45:00","2010-12-06 23:30:00",0.57,"Retired Bit CX186","45 57.8648 S","163 11.0512 W","IODP","GCR"
"330","U1372","A",-26.4933616666667,-174.729176666667,1957.57,232.9,232.9,139.73,60,NA,0,38,0,0,0,38,0,"2010-12-21 16:00:00","2010-12-31 03:00:00",9.46,"2nd bit SN407, 34.1. Sever BHA when stuck.","26 29.6017 S","174 43.7506 W","IODP","GCR"
"330","U1373","A",-28.564845,-173.280831666667,1447.03,65.7,65.7,47.22,71.87,NA,0,13,0,0,0,13,0,"2010-12-31 17:30:00","2011-01-05 12:15:00",4.78,"Offset to sea level is 11.0 m","28 33.8907 S","173 16.8499 W","IODP","GCR"
"330","U1374","A",-28.595855,-173.38049,1559,522,522,457.89,87.72,NA,0,73,0,0,0,73,0,"2011-01-05 16:30:00","2011-01-23 19:45:00",18.14,"Offset to sea level is 11.0 m","28 35.7513 S","173 22.8294 W","IODP","GCR"
"330","U1375","A",-33.6983666666667,-171.448991666667,1269.02,11.5,11.5,1.5,13.04,NA,0,2,0,0,0,2,0,"2011-01-25 03:30:00","2011-01-25 22:30:00",0.79,NA,"33 41.9020 S","171 26.9395 W","IODP","GCR"
"330","U1375","B",-33.6964333333333,-171.451255,1258.02,8.5,8.5,0.57,6.71,NA,0,1,0,0,0,1,0,"2011-01-25 22:30:00","2011-01-26 13:45:00",0.64,NA,"33 41.7860 S","171 27.0753 W","IODP","GCR"
"330","U1376","A",-32.2173816666667,-171.88066,1503.29,182.8,182.8,136.17,74.49,NA,0,23,0,0,0,23,0,"2011-01-26 23:00:00","2011-02-03 22:00:00",7.96,"1503.3 mbsl or -11 m offset from mbrf.","32 13.0429 S","171 52.8396 W","IODP","GCR"
"330","U1377","A",-38.1830133333333,-168.6377,1250.75,53.3,53.3,8.76,16.44,NA,0,6,0,0,0,6,0,"2011-02-05 09:30:00","2011-02-05 18:15:00",0.36,"1250.8 mbsl or 11.2 m offset from DES.","38 10.9808 S","168 38.2620 W","IODP","GCR"
"330","U1377","B",-38.1875,-168.637645,1250.75,37,37,14.47,39.11,NA,0,4,0,0,0,4,1,"2011-02-05 18:15:00","2011-02-08 07:30:00",2.55,"1250.8 mbsl","38 11.2500 S","168 38.2587 W","IODP","GCR"
"334","U1378","A",8.59235833333333,-84.0771883333333,525.45,456.9,NA,NA,0,456.9,1,0,0,0,0,0,0,"2011-03-17 10:00:00","2011-03-20 02:30:00",2.69,"LWD (logging while drilling hole)","08 35.5415 N","084 4.6313 W","IODP","GCR"
"334","U1378","B",8.59234666666667,-84.0773583333333,521.86,523.9,523.9,526.39,100.48,NA,0,63,16,0,47,0,0,"2011-04-02 11:00:00","2011-04-06 20:45:00",4.41,NA,"08 35.5408 N","084 04.6415 W","IODP","GCR"
"334","U1379","A",8.680835,-84.03361,125.85,962.8,NA,NA,0,962.8,1,0,0,0,0,0,0,"2011-03-20 03:45:00","2011-03-23 23:00:00",3.8,"LWD Hole","08 40.8501 N","084 02.0166 W","IODP","GCR"
"334","U1379","B",8.68083666666667,-84.033795,127.28,10.5,10.5,8.72,83.05,NA,0,2,2,0,0,0,0,"2011-03-25 05:30:00","2011-03-25 10:30:00",0.21,NA,"08 40.8502 N","084 02.0277 W","IODP","GCR"
"334","U1379","C",8.68100833333333,-84.03379,128.36,939.3,939.3,805.65,85.77,NA,0,117,17,0,100,0,0,"2011-03-25 10:30:00","2011-04-02 09:45:00",7.97,NA,"08 40.8605 N","084 02.0274 W","IODP","GCR"
"334","U1380","A",8.59996,-84.0733866666667,503.57,482.4,85.4,52.37,61.32,397,1,9,0,0,0,9,0,"2011-04-06 21:30:00","2011-04-08 20:00:00",1.94,"Drill down with C/B to ~400 mbsf","08 35.9976 N","084 04.4032 W","IODP","GCR"
"334","U1381","A",8.42858333333333,-84.1578166666667,2068.71,164.1,164.1,73.86,45.01,NA,0,26,0,0,0,26,0,"2011-04-08 21:30:00","2011-04-12 02:15:00",3.2,NA,"08 25.7150 N","084 09.4690 W","IODP","GCR"
"334","U1381","B",8.42858166666667,-84.1580083333333,2068.67,90,29,15.98,55.1,61,3,3,0,0,0,3,0,"2011-04-12 02:15:00","2011-04-12 19:00:00",0.7,NA,"08 25.7149 N","084 09.4805 W","IODP","GCR"
"335","U1256","D",6.73605166666667,-91.9343533333333,3634.69,14.5,14.5,1.64,11.31,NA,0,5,0,0,0,5,7,"2011-04-19 01:15:00","2011-05-30 11:50:00",41.44,NA,"06 44.1631 N","091 56.0612 W","IODP","GCR"
"336","U1382","A",22.755885,-46.0815183333333,4482.89,210,100,31.79,31.79,110,2,11,0,0,0,11,0,"2011-10-01 12:30:00","2011-10-12 11:45:00",10.97,"Shallow Cork","22 45.3531 N","046 04.8911 W","IODP","BCR"
"336","U1382","B",22.75588,-46.0812466666667,4482.54,98.8,98.8,84.28,85.3,NA,0,12,10,0,2,0,0,"2011-11-08 15:15:00","2011-11-09 10:00:00",0.78,"APC/XCB to basement","22 45.3528 N","046 04.8748 W","IODP","BCR"
"336","U1383","A",22.8020483333333,-46.0527683333333,4413.92,36,NA,NA,0,36,1,0,0,0,0,0,0,"2011-10-12 11:45:00","2011-10-13 09:30:00",0.91,"Jet-in Test","22 48.1229 N","046 03.1661 W","IODP","BCR"
"336","U1383","B",22.8022133333333,-46.0525933333333,4413.92,89.8,NA,NA,0,89.8,3,0,0,0,0,0,0,"2011-10-13 09:30:00","2011-10-19 17:45:00",6.34,"Re-entry system, 20","22 48.1328 N","046 03.1556 W","IODP","BCR"
"336","U1383","C",22.8020683333333,-46.05277,4413.82,331.5,262,50.31,19.2,69.5,2,31,0,0,0,31,0,"2011-10-19 17:45:00","2011-11-07 03:15:00",18.4,"Re-entry system 16","22 48.1241 N","046 03.1662 W","IODP","BCR"
"336","U1383","D",22.8021933333333,-46.0527133333333,4413.76,44.3,44.3,48.65,109.82,NA,0,7,6,0,1,0,0,"2011-11-07 03:15:00","2011-11-07 23:45:00",0.85,"APC/XCB to basment","22 48.1316 N","046 03.1628 W","IODP","BCR"
"336","U1383","E",22.8021383333333,-46.0526366666667,4413.76,44.2,44.2,50.28,113.76,NA,0,7,6,0,1,0,0,"2011-11-07 23:45:00","2011-11-08 10:00:00",0.43,"APC/XCB to basment","22 48.1283 N","046 03.1582 W","IODP","BCR"
"336","U1384","A",22.81181,-46.0891066666667,4464.43,96.2,96.2,94.09,97.81,NA,0,12,11,0,1,0,0,"2011-11-09 18:15:00","2011-11-11 00:45:00",1.27,"APC/XCB to basement","22 48.7086 N","046 05.3464 W","IODP","BCR"
"336","U395","A",22.755865,-46.081015,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,"2011-09-21 00:15:00","2011-09-29 02:15:00",8.08,"Existing hole, no drilling, no bit info","22 45.3519 N","046 04.8609 W","IODP","BCR"
"339","U1385","A",37.57149,-10.12618,2577.74,151.5,151.5,155.87,102.88,NA,0,17,17,0,0,0,0,"2011-11-25 04:00:00","2011-11-26 20:30:00",1.69,"SHACK-04A","37 34.2894 N","010 07.5708 W","IODP","BCR"
"339","U1385","B",37.5714866666667,-10.125935,2586.64,146.3,146.3,150.73,103.03,NA,0,16,16,0,0,0,0,"2011-11-26 20:30:00","2011-11-27 16:45:00",0.84,"SHACK-04A","37 34.2892 N","010 07.5561 W","IODP","BCR"
"339","U1385","C",37.5714866666667,-10.125935,2586.2,9.5,9.5,9.87,103.89,NA,0,1,1,0,0,0,0,"2011-11-27 16:45:00","2011-11-27 18:30:00",0.07,"SHACK-04A","37 34.2892 N","010 07.5561 W","IODP","BCR"
"339","U1385","D",37.5713066666667,-10.1259316666667,2583.8,146.4,146.4,153.95,105.16,NA,0,16,16,0,0,0,0,"2011-11-27 18:30:00","2011-11-28 12:55:00",0.77,"SHACK-04A","37 34.2784 N","010 07.5559 W","IODP","BCR"
"339","U1385","E",37.5713083333333,-10.1261533333333,2588.7,148.7,148.7,151.32,101.76,NA,0,17,17,0,0,0,0,"2011-11-28 12:55:00","2011-11-29 15:15:00",1.1,"SHACK-04A","37 34.2785 N","010 07.5692 W","IODP","BCR"
"339","U1386","A",36.8281416666667,-7.755515,560.45,349.3,349.3,347.04,99.35,NA,0,39,21,0,18,0,0,"2011-11-30 04:15:00","2011-12-02 06:20:00",2.09,"GC-01A","36 49.6885 N","007 45.3309 W","IODP","BCR"
"339","U1386","B",36.8281333333333,-7.75528,561.9,464.9,464.9,421.6,90.69,NA,0,50,18,0,32,0,0,"2011-12-02 06:20:00","2011-12-04 22:25:00",2.67,NA,"36 49.6880 N","007 45.3168 W","IODP","BCR"
"339","U1386","C",36.827955,-7.755275,561.85,140.2,140.2,82,58.49,NA,0,15,0,0,0,15,3,"2011-12-04 22:25:00","2011-12-08 17:30:00",3.8,NA,"36 49.6773 N","007 45.3165 W","IODP","BCR"
"339","U1387","A",36.80541,-7.71901333333333,558.69,352.4,352.4,347.84,98.71,NA,0,38,6,0,32,0,0,"2011-12-08 20:30:00","2011-12-10 07:15:00",1.45,"Site GC-09A (Portugal)","36 48.3246 N","007 43.1408 W","IODP","BCR"
"339","U1387","B",36.80541,-7.71879666666667,558.18,338.3,338.3,327.61,96.84,NA,0,36,5,0,31,0,0,"2011-12-10 07:15:00","2011-12-11 13:05:00",1.24,NA,"36 48.3246 N","007 43.1278 W","IODP","BCR"
"339","U1387","C",36.8052316666667,-7.718795,558.41,580,580,409.5,70.6,NA,0,61,0,0,0,61,1,"2011-12-11 13:05:00","2011-12-18 02:30:00",6.56,NA,"36 48.3139 N","007 43.1277 W","IODP","BCR"
"339","U1388","A",36.2689633333333,-6.79433666666667,663.65,3.4,3.4,3.64,107.06,NA,0,1,1,0,0,0,0,"2011-12-18 07:30:00","2011-12-19 02:25:00",0.79,"GC-04D","36 16.1378 N","006 47.6602 W","IODP","BCR"
"339","U1388","B",36.2689716666667,-6.79402166666667,658.46,225.7,225.7,107,47.41,NA,0,24,0,0,24,0,0,"2011-12-19 02:25:00","2011-12-20 11:55:00",1.4,"XCB spud","36 16.1383 N","006 47.6413 W","IODP","BCR"
"339","U1388","C",36.2691583333333,-6.79401833333333,662.51,24,24,10.36,43.17,NA,0,3,0,0,0,3,1,"2011-12-20 11:55:00","2011-12-21 17:30:00",1.23,"Unstable hole-abandoned","36 16.1495 N","006 47.6411 W","IODP","BCR"
"339","U1389","A",36.425305,-7.27817833333333,644.68,354.9,354.9,335.6,94.56,NA,0,39,11,0,28,0,0,"2011-12-21 20:00:00","2011-12-24 17:55:00",2.91,"Site GC-11A","36 25.5183 N","007 16.6907 W","IODP","BCR"
"339","U1389","B",36.4253316666667,-7.27795333333333,643.98,9.5,9.5,9.72,102.32,NA,0,1,1,0,0,0,0,"2011-12-24 17:55:00","2011-12-24 20:10:00",0.09,NA,"36 25.5199 N","007 16.6772 W","IODP","BCR"
"339","U1389","C",36.4253316666667,-7.27795333333333,642.95,350,350,328.48,93.85,NA,0,38,10,0,28,0,0,"2011-12-24 20:10:00","2011-12-26 10:00:00",1.58,NA,"36 25.5199 N","007 16.6772 W","IODP","BCR"
"339","U1389","D",36.4251533333333,-7.27795333333333,NA,94,94,97.41,103.63,NA,0,11,11,0,0,0,0,"2011-12-26 10:00:00","2011-12-26 22:20:00",0.51,NA,"36 25.5092 N","007 16.6772 W","IODP","BCR"
"339","U1389","E",36.42514,-7.27817666666667,643.45,655,655,352.28,53.78,NA,0,69,0,0,0,69,1,"2011-12-26 22:20:00","2012-01-02 19:30:00",6.88,NA,"36 25.5084 N","007 16.6906 W","IODP","BCR"
"339","U1390","A",36.3173116666667,-7.71802,993.44,350,350,326.26,93.22,NA,0,38,9,0,29,0,0,"2012-01-02 21:45:00","2012-01-05 11:55:00",2.59,"Site GC-02B","36 19.0387 N","007 43.0812 W","IODP","BCR"
"339","U1390","B",36.3191,-7.718025,990.74,194.1,194.1,189.93,97.85,NA,0,21,21,0,0,0,0,"2012-01-05 11:55:00","2012-01-06 21:20:00",1.39,"Stuck cbbl required round trip of pipe","36 19.1460 N","007 43.0815 W","IODP","BCR"
"339","U1390","C",36.31911,-7.71779,992.44,175.4,175.4,170.08,96.97,NA,0,19,19,0,0,0,0,"2012-01-06 21:20:00","2012-01-08 02:30:00",1.22,NA,"36 19.1466 N","007 43.0674 W","IODP","BCR"
"339","U1391","A",37.3589866666667,-9.41100166666667,1073.68,353.1,353.1,342.62,97.03,NA,0,38,19,0,19,0,0,"2012-01-08 12:30:00","2012-01-10 05:20:00",1.7,"Site WI-01B","37 21.5392 N","009 24.6601 W","IODP","BCR"
"339","U1391","B",37.3588133333333,-9.41100666666667,1073.28,353.5,353.5,346.93,98.14,NA,0,38,18,0,20,0,0,"2012-01-10 05:20:00","2012-01-11 18:50:00",1.56,NA,"37 21.5288 N","009 24.6604 W","IODP","BCR"
"339","U1391","C",37.35881,-9.41078,1073.28,331.5,331.5,269.02,81.15,NA,0,35,0,0,0,35,1,"2012-01-11 18:50:00","2012-01-16 02:00:00",4.3,NA,"37 21.5286 N","009 24.6468 W","IODP","BCR"
"340","U1393","A",16.71886,-62.0843233333333,925.94,47.5,47.5,5.42,11.41,NA,0,7,2,0,5,0,0,"2012-03-06 14:30:00","2012-03-08 06:30:00",1.67,NA,"16 43.1316 N","062 05.0594 W","IODP","GCR"
"340","U1394","A",16.6404316666667,-62.0380366666667,NA,244.5,244.5,57.37,23.46,NA,0,27,4,0,23,0,0,"2012-03-08 08:30:00","2012-03-10 14:45:00",2.26,NA,"16 38.4259 N","062 02.2822 W","IODP","GCR"
"340","U1394","B",16.640625,-62.0380316666667,1114.16,181.4,181.4,141.15,77.81,NA,0,21,16,0,5,0,0,"2012-03-10 14:45:00","2012-03-12 21:45:00",2.29,NA,"16 38.4375 N","062 02.2819 W","IODP","GCR"
"340","U1395","A",16.4933133333333,-61.95143,1200.95,231.3,231.3,144.18,62.33,NA,0,28,15,0,13,0,0,"2012-03-12 23:00:00","2012-03-14 14:00:00",1.63,NA,"16 29.5988 N","061 57.0858 W","IODP","GCR"
"340","U1395","B",16.4933083333333,-61.9512516666667,1200.18,203.3,203.3,140.21,68.97,NA,0,25,15,0,10,0,0,"2012-03-14 14:00:00","2012-03-16 16:00:00",2.08,NA,"16 29.5985 N","061 57.0751 W","IODP","GCR"
"340","U1396","A",16.5080683333333,-62.451695,787.45,134.9,134.9,140.51,104.16,NA,0,15,15,0,0,0,0,"2012-03-16 18:45:00","2012-03-17 12:15:00",0.73,NA,"16 30.4841 N","062 27.1017 W","IODP","GCR"
"340","U1396","B",16.5080783333333,-62.45152,787.45,14.5,9.5,10,105.26,5,1,1,1,0,0,0,0,"2012-03-17 12:15:00","2012-03-17 13:30:00",0.05,"Drill down 5m and take one APC core","16 30.4847 N","062 27.0912 W","IODP","GCR"
"340","U1396","C",16.5078816666667,-62.4515083333333,786.65,139.4,139.4,145.92,104.68,NA,0,15,15,0,0,0,0,"2012-03-17 13:30:00","2012-03-18 05:30:00",0.67,NA,"16 30.4729 N","062 27.0905 W","IODP","GCR"
"340","U1397","A",14.9068016666667,-61.42255,2482.24,265.5,261.1,144.2,55.23,4.4,1,34,19,0,15,0,0,"2012-03-18 15:45:00","2012-03-20 21:00:00",2.22,NA,"14 54.4081 N","061 25.3530 W","IODP","GCR"
"340","U1397","B",14.9067916666667,-61.4223683333333,2481.41,253.5,248.7,131.46,52.86,4.8,1,32,16,0,16,0,0,"2012-03-20 21:00:00","2012-03-23 22:45:00",3.07,NA,"14 54.4075 N","061 25.3421 W","IODP","GCR"
"340","U1398","A",14.2783066666667,-61.8890366666667,2935.3,268.6,268.6,115.09,42.85,NA,0,30,11,0,19,0,0,"2012-03-24 03:00:00","2012-03-26 01:45:00",1.95,NA,"14 16.6984 N","061 53.3422 W","IODP","GCR"
"340","U1398","B",14.2783116666667,-61.8888483333333,2935.08,263.4,263.4,186.75,70.9,NA,0,34,24,0,10,0,0,"2012-03-26 01:45:00","2012-03-28 10:30:00",2.36,NA,"14 16.6987 N","061 53.3309 W","IODP","GCR"
"340","U1399","A",14.387365,-61.7114716666667,2900.84,274.7,274.7,219.88,80.04,NA,0,36,29,0,7,0,0,"2012-03-28 18:15:00","2012-03-30 17:15:00",1.96,NA,"14 23.2419 N","061 42.6883 W","IODP","GCR"
"340","U1399","B",14.3893983333333,-61.7089666666667,2900.22,183,180.5,183.04,101.41,2.5,1,26,26,0,0,0,0,"2012-03-30 17:15:00","2012-04-01 05:00:00",1.49,NA,"14 23.3639 N","061 42.5380 W","IODP","GCR"
"340","U1399","C",14.387655,-61.7111083333333,2900.81,240,NA,NA,0,240,1,0,0,0,0,0,0,"2012-04-01 05:00:00","2012-04-04 10:15:00",3.22,"Logging Hole","14 23.2593 N","061 42.6665 W","IODP","GCR"
"340","U1400","A",14.5430516666667,-61.4591533333333,2744.35,51.3,51.3,51.8,100.97,NA,0,9,9,0,0,0,0,"2012-04-04 12:30:00","2012-04-05 10:45:00",0.93,NA,"14 32.5831 N","061 27.5492 W","IODP","GCR"
"340","U1400","B",14.536705,-61.456775,2743.05,212.5,212.5,215.19,101.27,NA,0,28,28,0,0,0,0,"2012-04-05 10:45:00","2012-04-07 06:30:00",1.82,NA,"14 32.2023 N","061 27.4065 W","IODP","GCR"
"340","U1400","C",14.5365583333333,-61.4567133333333,2743.03,436,421,304.49,72.33,15,1,48,21,0,27,0,0,"2012-04-07 06:30:00","2012-04-13 03:30:00",5.88,NA,"14 32.1935 N","061 27.4028 W","IODP","GCR"
"340","U1401","A",14.6516516666667,-61.417995,2596.73,81.5,81.5,15.61,19.15,NA,0,11,4,0,7,0,0,"2012-04-13 03:30:00","2012-04-14 10:15:00",1.28,NA,"14 39.0991 N","061 25.0797 W","IODP","GCR"
"340","U1401","B",14.650395,-61.420455,2606.22,12.9,12.9,12.42,96.28,NA,0,3,3,0,0,0,0,"2012-04-14 10:15:00","2012-04-14 15:45:00",0.23,NA,"14 39.0237 N","061 25.2273 W","IODP","GCR"
"340","U1401","C",14.6529066666667,-61.4155383333333,2578.82,10.3,10.3,10.44,101.36,NA,0,3,3,0,0,0,0,"2012-04-14 15:45:00","2012-04-14 20:00:00",0.18,NA,"14 39.1744 N","061 24.9323 W","IODP","GCR"
"340","U1401","D",14.649105,-61.422905,2618.61,9.2,9.2,9.12,99.13,NA,0,1,1,0,0,0,0,"2012-04-14 20:00:00","2012-04-15 08:30:00",0.52,NA,"14 38.9463 N","061 25.3743 W","IODP","GCR"
"340T","U1392","A",30.1686582833333,-42.1185516333333,1644.55,0.01,0.01,0.01,100,NA,0,1,0,0,0,0,1,NA,NA,NA,"Single gravity core with apc barrel","30 10.119497 N","042 07.113098 W","IODP","unknown"
