Leg,Site,Hole,Latitude,Longitude,Latitude (decimal degrees),Longitude (decimal degrees),Water Depth (mbsl),Number of Cores,Interval Cored (m),Core Recovered (m),% Recovered,Drilled (m),Penetration (m),Comment
113,691,C,70° 44.580'S,13° 48.678'W,-70.743,-13.8113,3025,1,12.7,0,0,0,12.7,
113,692,A,70° 43.447'S,13° 49.208'W,-70.7241167,-13.8201333,2880,1,6.7,0.6,9.7,0,6.7,
113,692,B,70° 43.432'S,13° 49.195'W,-70.7238667,-13.8199167,2875,11,97.9,29.3,29.9,0,97.9,
113,693,A,70° 49.892'S,14° 34.410'W,-70.8315333,-14.5735,2359,51,483.9,213.6,44.1,0,483.9,
113,693,B,70° 49.888'S,14° 34.461'W,-70.8314667,-14.57435,2359,18,167.4,92.2,55.1,0,401.2,
113,694,A,66° 50.820'S,33° 26.790'W,-66.847,-33.4465,4653.4,1,9.8,9.9,100.5,0,9.8,
113,694,B,66° 50.820'S,33° 26.826'W,-66.847,-33.4471,4653.4,23,184.7,64.9,35.2,0,188.6,
113,694,C,66° 50.820'S,33° 26.766'W,-66.847,-33.4461,4653.4,22,211.5,71.7,33.9,0,391.3,
113,695,A,62° 23.476'S,43° 27.095'W,-62.3912667,-43.4515833,1300.1,37,348.6,254.4,73,0,345.1,
113,696,A,61° 50.945'S,42° 55.984'W,-61.8490833,-42.9330667,650,12,106,58.3,55,0,103,
113,696,B,61° 50.959'S,42° 55.996'W,-61.8493167,-42.9332667,650,59,569,156.7,27.5,0,645.6,
113,697,A,61° 48.634'S,40° 17.268'W,-61.8105667,-40.2878,3480,3,28.1,26.6,94.7,0,20.9,
113,697,B,61° 48.626'S,40° 17.749'W,-61.8104333,-40.2958167,3480,32,304.9,188.3,61.8,0,322.9,
114,698,A,51° 27.540'S,33°  5.958'W,-51.459,-33.0993,2137.5,27,237,52.3,22.1,0,237,
114,699,A,51° 32.520'S,30° 40.620'W,-51.542,-30.677,3705.5,56,518.1,356.5,68.8,0,518.1,
114,700,A,51° 31.980'S,30° 16.698'W,-51.533,-30.2783,3601,2,9.6,0.2,2,0,9.6,
114,700,B,51° 31.980'S,30° 16.686'W,-51.533,-30.2781,3601,53,472.1,245.2,51.9,0,489,
114,701,A,51° 59.100'S,23° 12.738'W,-51.985,-23.2123,4636.7,8,74.8,69.7,93.1,0,74.8,
114,701,B,51° 59.100'S,23° 12.738'W,-51.985,-23.2123,4636.7,14,133,96.4,72.5,0,203,
114,701,C,51° 59.100'S,23° 12.702'W,-51.985,-23.2117,4636.7,51,481.3,331.1,68.8,0,481.4,
114,702,A,50° 56.760'S,26° 22.128'W,-50.946,-26.3688,3083.4,4,33.1,34.2,103.4,0,33.1,
114,702,B,50° 56.760'S,26° 22.116'W,-50.946,-26.3686,3083.7,32,294.3,195.1,66.3,0,294.3,
114,703,A,47°  3.060'S,7° 53.682'E,-47.051,7.8947,1796.1,41,377.4,192.3,51,0,377.4,
114,704,A,46° 52.740'S,7° 25.248'E,-46.879,7.4208,2532.3,30,282.7,224.6,79.4,0,282.7,
114,704,B,46° 52.800'S,7° 25.230'E,-46.88,7.4205,2532.3,72,671.7,502.8,74.8,0,671.7,
115,705,A,13° 10.020'S,61° 23.022'E,-13.167,61.3837,2318,3,27.5,19.2,69.7,0,27.5,
115,706,A,13°  6.840'S,61° 22.260'E,-13.114,61.371,2517,6,47.5,39.3,82.7,0,47.5,
115,706,B,13°  6.840'S,61° 22.260'E,-13.114,61.371,2518,7,43.7,29.4,67.4,0,43.7,
115,706,C,13°  6.840'S,61° 22.260'E,-13.114,61.371,2518,8,77.4,19.7,25.5,0,121.7,
115,707,A,7° 32.718'S,59°  1.008'E,-7.5453,59.0168,1553,24,213.3,160.3,75.1,0,213.3,
115,707,B,7° 32.718'S,59°  1.008'E,-7.5453,59.0168,1552,13,124.9,96.1,76.9,0,124.9,
115,707,C,7° 32.718'S,59°  1.008'E,-7.5453,59.0168,1552,27,259.4,91.6,35.3,0,443.2,
115,708,A,5° 27.348'S,59° 56.628'E,-5.4558,59.9438,4107,25,236.2,189.7,80.3,0,236.2,
115,709,A,3° 54.900'S,60° 33.102'E,-3.915,60.5517,3047,21,203.1,184.7,91,0,203.1,
115,709,B,3° 54.900'S,60° 33.102'E,-3.915,60.5517,3049,27,254.8,234.6,92.1,0,254.8,
115,709,C,3° 54.900'S,60° 33.102'E,-3.915,60.5517,3039,37,353.7,330,93.3,0,353.7,
115,710,A,4° 18.702'S,60° 58.800'E,-4.3117,60.98,3823,22,209.7,185.2,88.3,0,209.7,
115,710,B,4° 18.702'S,60° 58.800'E,-4.3117,60.98,3821,9,83.4,72.1,86.4,0,83.4,
115,711,A,2° 44.562'S,61°  9.780'E,-2.7427,61.163,4439,26,249.6,203.9,81.7,0,249.7,
115,711,B,2° 44.562'S,61°  9.780'E,-2.7427,61.163,4440,11,98.3,89.2,90.8,0,98.6,
115,712,A,4° 12.990'S,73° 24.378'E,-4.2165,73.4063,2903,12,115.3,41.5,36,0,115.3,
115,713,A,4° 11.580'S,73° 23.652'E,-4.193,73.3942,2920,22,191.7,115,60,0,191.7,
115,714,A,5°  3.600'N,73° 47.202'E,5.06,73.7867,2041,25,233,194.6,83.5,0,233,
115,714,B,5°  3.600'N,73° 47.202'E,5.06,73.7867,2041,13,122.6,114.9,93.7,0,122.6,
115,715,A,5°  4.890'N,73° 49.878'E,5.0815,73.8313,2273,31,287.8,137.6,47.8,0,287.8,
115,716,A,4° 55.998'N,73° 16.998'E,4.9333,73.2833,544,27,257.1,262.7,102.2,0,257.1,
115,716,B,4° 55.998'N,73° 16.998'E,4.9333,73.2833,544,28,264.4,267.4,101.1,0,264.4,
116,717,A,0° 55.788'S,81° 23.406'E,-0.9298,81.3901,4734.7,1,9.5,9.6,101.5,0,9.5,
116,717,B,0° 55.788'S,81° 23.406'E,-0.9298,81.3901,4734.7,2,13.5,13.4,99.5,0,13.5,
116,717,C,0° 55.788'S,81° 23.406'E,-0.9298,81.3901,4734.7,87,814.7,480.2,58.9,0,828.2,
116,718,A,1°  1.254'S,81° 24.066'E,-1.0209,81.4011,4730.2,1,9.5,9.4,99.2,0,9.5,
116,718,B,1°  1.254'S,81° 24.066'E,-1.0209,81.4011,4730.2,1,9.5,9.3,97.5,0,9.5,
116,718,C,1°  1.254'S,81° 24.066'E,-1.0209,81.4011,4730.2,98,925.7,274,29.6,0,935,
116,718,D,1°  1.254'S,81° 24.066'E,-1.0209,81.4011,4730.2,2,19,0.2,0.9,0,90,
116,718,E,1°  1.254'S,81° 24.066'E,-1.0209,81.4011,4730.2,3,28.5,9.9,34.8,0,961.6,
116,719,A,0° 57.648'S,81° 23.970'E,-0.9608,81.3995,4736.8,49,460.2,185.5,40.3,0,460.2,
116,719,B,0° 57.648'S,81° 23.970'E,-0.9608,81.3995,4736.8,0,0,0,,465.6,465.6,
117,720,A,16°  7.842'N,60° 44.640'E,16.1307,60.744,4033.9,43,414.3,89.4,21.6,0,414.3,
117,721,A,16° 40.668'N,59° 51.870'E,16.6778,59.8645,1940.7,9,86.4,89.3,103.3,0,86.4,
117,721,B,16° 40.668'N,59° 51.870'E,16.6778,59.8645,1935.5,44,424.2,342.8,80.8,0,424.2,
117,721,C,16° 40.668'N,59° 51.870'E,16.6778,59.8645,1935.6,15,138,133.8,96.9,0,138,
117,722,A,16° 37.308'N,59° 47.718'E,16.6218,59.7953,2022.5,29,280,226,80.7,0,280,
117,722,B,16° 37.308'N,59° 47.718'E,16.6218,59.7953,2021.7,59,565.1,385.8,68.3,0,565.6,
117,723,A,18°  3.108'N,57° 36.540'E,18.0518,57.609,804.7,46,432.3,298.3,69,0,432.3,
117,723,B,18°  3.108'N,57° 36.486'E,18.0518,57.6081,805.2,44,400.1,295.8,73.9,0,429,
117,723,C,18°  3.108'N,57° 36.540'E,18.0518,57.609,804.3,8,76.8,82.2,107,0,76.8,
117,724,A,18° 27.750'N,57° 47.190'E,18.4625,57.7865,591,5,44.5,44.8,100.6,0,44.5,
117,724,B,18° 27.750'N,57° 47.190'E,18.4625,57.7865,590.5,27,257.7,212.9,82.6,0,257.7,
117,724,C,18° 27.750'N,57° 47.190'E,18.4625,57.7865,591.7,27,252.4,242.7,96.2,0,252.4,
117,725,A,18° 29.238'N,57° 42.036'E,18.4873,57.7006,311.6,1,4.5,4.5,100.7,0,4.5,
117,725,B,18° 29.238'N,57° 42.036'E,18.4873,57.7006,311.6,10,93.8,11.2,12,0,93.8,
117,725,C,18° 29.238'N,57° 42.036'E,18.4873,57.7006,311.2,17,162.8,98.8,60.7,0,162.8,
117,726,A,17° 48.966'N,57° 22.290'E,17.8161,57.3715,328.6,22,186.3,110.1,59.1,0,186.3,
117,727,A,17° 46.080'N,57° 35.316'E,17.768,57.5886,910,19,182.2,189.5,104,0,182.4,
117,727,B,17° 46.080'N,57° 35.316'E,17.768,57.5886,907.3,3,27.1,28,103.1,0,27.1,
117,728,A,17° 40.812'N,57° 49.542'E,17.6802,57.8257,1421.9,36,346.4,343.7,99.2,0,346.4,
117,728,B,17° 40.812'N,57° 49.542'E,17.6802,57.8257,1424.3,37,347.7,349.5,100.5,0,347.7,
117,729,A,17° 38.676'N,57° 57.282'E,17.6446,57.9547,1392.3,13,109.1,31.7,29.1,0,109.1,
117,730,A,17° 43.884'N,57° 41.520'E,17.7314,57.692,1059.9,42,403.9,323.7,80.1,0,403.9,
117,731,A,16° 28.230'N,59° 42.150'E,16.4705,59.7025,2359.4,43,409,359.3,87.8,0,409,
117,731,B,16° 28.230'N,59° 42.150'E,16.4705,59.7025,2359.4,5,48.5,15,30.9,0,457.1,
117,731,C,16° 28.230'N,59° 42.150'E,16.4705,59.7025,2359.4,16,154.7,59.8,38.7,0,994.2,
118,732,A,32° 32.820'S,57°  3.288'E,-32.547,57.0548,4881.9,1,3,0,0.3,0,3,
118,732,B,32° 32.820'S,57°  3.288'E,-32.547,57.0548,4878.3,1,8,1.9,23.8,0,8,
118,732,C,32° 32.820'S,57°  3.288'E,-32.547,57.0548,4885.4,3,29,0.7,2.4,0,24,
118,732,D,32° 32.880'S,57°  2.700'E,-32.548,57.045,4809.9,1,6,0.4,7,0,6,
118,732,E,32° 32.880'S,57°  2.700'E,-32.548,57.045,4807.9,1,7,0.2,2.6,0,7,
118,732,F,32° 32.880'S,57°  2.700'E,-32.548,57.045,4806.9,2,15.8,0.3,1.9,0,15.8,
118,733,A,33°  5.280'S,56° 58.650'E,-33.088,56.9775,4482.9,1,16.6,0,0,0,16.6,
118,733,B,33°  5.280'S,56° 58.650'E,-33.088,56.9775,4486.9,1,4.3,0.1,2.1,0,4.3,
118,733,C,33°  5.280'S,56° 58.650'E,-33.088,56.9775,4486.9,1,5.7,0.2,3.5,0,5.7,
118,733,D,33°  4.920'S,56° 59.370'E,-33.082,56.9895,5207.9,3,8.6,0.5,5.5,0,23.6,
118,734,A,32°  6.840'S,57°  7.812'E,-32.114,57.1302,3659.6,1,7.6,0.1,0.7,0,7.6,
118,734,B,32°  6.840'S,57°  7.800'E,-32.114,57.13,3670.4,5,47.5,1.1,2.3,0,47.5,
118,734,C,32°  6.360'S,57°  6.240'E,-32.106,57.104,3694.9,1,20,0,0,0,20,
118,734,D,32°  6.360'S,57°  6.240'E,-32.106,57.104,3708.9,1,19.5,0.8,4.1,0,19.5,
118,734,E,32°  6.780'S,57°  7.740'E,-32.113,57.129,3735.1,1,9.5,0,0,0,9.5,
118,734,F,32°  6.780'S,57°  7.740'E,-32.113,57.129,3424.9,1,14,0.1,0.7,0,14,
118,734,G,32°  6.960'S,57°  8.100'E,-32.116,57.135,3417.4,3,31,5.9,19.2,0,31,
118,735,A,32° 43.320'S,57° 16.302'E,-32.722,57.2717,726.9,1,7,0.1,1.4,0,7,
118,735,B,32° 43.395'S,57° 15.959'E,-32.72325,57.2659833,719.9,88,500.7,434.8,86.8,0,500.7,
119,736,A,49° 24.180'S,71° 39.690'E,-49.403,71.6615,629,30,250.3,147.1,58.7,0,252.3,
119,736,B,49° 24.180'S,71° 39.690'E,-49.403,71.6615,628.1,3,27.4,27.8,101.5,0,27.4,
119,736,C,49° 24.180'S,71° 39.690'E,-49.403,71.6615,629,17,164.1,77.3,47.1,0,371,
119,737,A,50° 13.680'S,73°  1.944'E,-50.228,73.0324,564,29,273.2,181.6,66.5,0,273.2,
119,737,B,50° 13.680'S,73°  1.944'E,-50.228,73.0324,564,50,481.3,298.4,62,0,715.5,
119,738,A,62° 42.540'S,82° 47.268'E,-62.709,82.7878,2252.7,1,2.8,2.8,98.6,0,2.8,
119,738,B,62° 42.540'S,82° 47.268'E,-62.709,82.7878,2252.5,24,214.3,170.9,79.7,0,214.3,
119,738,C,62° 42.540'S,82° 47.268'E,-62.709,82.7878,2252.5,35,337.2,146,43.3,0,533.8,
119,739,A,67° 17.100'S,75°  4.908'E,-67.285,75.0818,412.4,2,5.6,5.7,102.3,0,5.6,
119,739,B,67° 17.100'S,75°  4.908'E,-67.285,75.0818,412.4,3,7.2,1.9,26.7,0,7.2,
119,739,C,67° 17.100'S,75°  4.908'E,-67.285,75.0818,412.4,62,486.8,168.5,34.6,0,486.8,
119,740,A,68° 45.840'S,76° 40.914'E,-68.764,76.6819,807.5,31,225.5,72.2,32,0,225.5,
119,740,B,68° 45.840'S,76° 40.914'E,-68.764,76.6819,814.4,1,1.6,1.6,100,0,1.6,
119,741,A,68° 23.220'S,76° 22.950'E,-68.387,76.3825,551.4,14,128.1,33.6,26.2,0,128.1,
119,742,A,67° 33.180'S,75° 24.540'E,-67.553,75.409,415.7,34,316,168.7,53.4,0,316,
119,743,A,66° 54.960'S,74° 41.430'E,-66.916,74.6905,998.7,14,97.3,21.8,22.4,0,98.1,
119,744,A,61° 34.740'S,80° 35.700'E,-61.579,80.595,2307.3,20,176.1,144.9,82.3,0,176.1,
119,744,B,61° 34.740'S,80° 35.700'E,-61.579,80.595,2306.5,9,78.5,79.7,101.6,0,78.5,
119,744,C,61° 34.740'S,80° 35.700'E,-61.579,80.595,2308,3,26,26.8,103,0,26,
119,745,A,59° 35.700'S,85° 51.252'E,-59.595,85.8542,4082.5,1,10,9.9,98.6,0,10.5,
119,745,B,59° 35.700'S,85° 51.252'E,-59.595,85.8542,4082.5,24,215,220.7,102.7,0,215,
119,746,A,59° 34.140'S,85° 52.092'E,-59.569,85.8682,4059.5,14,125.5,94.4,75.3,0,280.8,
120,747,A,54° 48.660'S,76° 47.640'E,-54.811,76.794,1695,27,256,227.3,88.8,0,256,
120,747,B,54° 48.660'S,76° 47.640'E,-54.811,76.794,1697.2,6,50.3,48.9,97.2,0,50.3,
120,747,C,54° 48.660'S,76° 47.640'E,-54.811,76.794,1695.2,16,144.5,49.5,34.3,0,350.5,
120,748,A,58° 26.460'S,78° 59.886'E,-58.441,78.9981,1287.5,2,19,19.2,101.3,0,19,
120,748,B,58° 26.460'S,78° 59.886'E,-58.441,78.9981,1290.9,25,225.1,190.1,84.5,0,225.1,
120,748,C,58° 26.460'S,78° 59.886'E,-58.441,78.9981,1290.5,87,760,185.9,24.5,0,935,
120,749,A,58° 43.020'S,76° 24.450'E,-58.717,76.4075,1071.5,1,9.5,10,105.7,0,9.5,
120,749,B,58° 43.020'S,76° 24.450'E,-58.717,76.4075,1069.5,14,123.8,64.7,52.2,0,123.8,
120,749,C,58° 43.020'S,76° 24.450'E,-58.717,76.4075,1069.5,16,147.5,29.9,20.3,0,249.5,
120,750,A,57° 35.520'S,81° 14.418'E,-57.592,81.2403,2030.5,21,189.3,68.6,36.3,0,460.5,
120,750,B,57° 35.520'S,81° 14.370'E,-57.592,81.2395,2030.5,6,57.4,24.6,42.9,0,709.7,
120,751,A,57° 43.560'S,79° 48.888'E,-57.726,79.8148,1633.8,18,166.2,162.9,98,0,166.2,
121,752,A,30° 53.460'S,93° 34.680'E,-30.891,93.578,1086.3,34,317.6,217.3,68.4,0,317.6,
121,752,B,30° 53.460'S,93° 34.650'E,-30.891,93.5775,1086.3,17,158,112.3,71.1,0,435.6,
121,753,A,30° 50.340'S,93° 35.394'E,-30.839,93.5899,1176.1,7,62.8,61.1,97.2,0,62.8,
121,753,B,30° 50.340'S,93° 35.394'E,-30.839,93.5899,1176.1,5,48.2,0,0.1,0,100.2,
121,754,A,30° 56.460'S,93° 33.990'E,-30.941,93.5665,1063.6,23,170,128.3,75.5,0,172.1,
121,754,B,30° 56.460'S,93° 33.990'E,-30.941,93.5665,1065.5,24,232,91.8,39.6,0,354.7,
121,755,A,31°  1.800'S,93° 32.802'E,-31.03,93.5467,1057.9,19,178.4,80.2,45,0,208.4,
121,756,A,27° 21.330'S,87° 35.808'E,-27.3555,87.5968,1518.1,1,9.7,9.7,100.2,0,9.7,
121,756,B,27° 21.330'S,87° 35.808'E,-27.3555,87.5968,1518.1,11,104.3,105.7,101.3,0,104.3,
121,756,C,27° 21.253'S,87° 35.892'E,-27.3542167,87.5982,1515.8,11,76.6,61.8,80.7,0,159,
121,756,D,27° 21.288'S,87° 35.844'E,-27.3548,87.5974,1513.1,11,101.2,46,45.5,0,221,
121,757,A,17°  1.458'S,88° 10.896'E,-17.0243,88.1816,1650.2,1,9.4,9.4,100,0,9.4,
121,757,B,17°  1.458'S,88° 10.896'E,-17.0243,88.1816,1652.1,43,374.8,271.9,72.6,0,374.8,
121,757,C,17°  1.389'S,88° 10.812'E,-17.02315,88.1802,1643.6,11,106.1,67.8,63.9,0,420.7,
121,758,A,5° 23.052'N,90° 21.672'E,5.3842,90.3612,2923.6,73,676.8,453.8,67.1,0,676.8,
121,758,B,5° 23.037'N,90° 21.672'E,5.38395,90.3612,2925.6,10,96,98.7,102.8,0,96,
121,758,C,5° 23.040'N,90° 21.666'E,5.384,90.3611,2922.2,1,9.4,9.4,100,0,9.4,
122,759,A,16° 57.240'S,115° 33.612'E,-16.954,115.5602,2091.6,0,0,0,,0,28,
122,759,B,16° 57.240'S,115° 33.630'E,-16.954,115.5605,2091.6,39,308,129.6,42.1,0,308,
122,760,A,16° 55.320'S,115° 32.478'E,-16.922,115.5413,1969.7,38,284.9,196.4,68.9,0,284.9,
122,760,B,16° 55.320'S,115° 32.466'E,-16.922,115.5411,1969.7,29,506,123,24.3,0,506,
122,761,A,16° 44.280'S,115° 32.100'E,-16.738,115.535,2188.8,1,9.5,9.9,104.4,0,9.5,
122,761,B,16° 44.220'S,115° 32.100'E,-16.737,115.535,2167.9,33,286.7,199.1,69.4,0,286.7,
122,761,C,16° 44.220'S,115° 32.100'E,-16.737,115.535,2167.9,33,436.7,72.2,16.5,0,436.7,
122,762,A,19° 53.220'S,112° 15.258'E,-19.887,112.2543,1359.9,1,9.5,10,105.7,0,9.5,
122,762,B,19° 53.220'S,112° 15.240'E,-19.887,112.254,1360,19,175.4,174.9,99.7,0,175.4,
122,762,C,19° 53.220'S,112° 15.240'E,-19.887,112.254,1360,91,940,534.5,56.9,0,940,
122,763,A,20° 35.220'S,112° 12.498'E,-20.587,112.2083,1367.5,21,194.9,201.9,103.6,0,194.9,
122,763,B,20° 35.220'S,112° 12.522'E,-20.587,112.2087,1367.5,54,653.5,376.4,57.6,0,653.5,
122,763,C,20° 35.220'S,112° 12.510'E,-20.587,112.2085,1367.5,46,1036.6,332.8,32.1,0,1036.6,
122,764,A,16° 33.960'S,115° 27.432'E,-16.566,115.4572,2698.6,8,69,40.6,58.8,0,69,
122,764,B,16° 33.960'S,115° 27.432'E,-16.566,115.4572,2698.6,31,294.5,44.3,15.1,0,294.5,
123,765,A,15° 58.560'S,117° 34.512'E,-15.976,117.5752,5721.4,1,9.6,9.7,100.9,0,9.6,
123,765,B,15° 58.560'S,117° 34.512'E,-15.976,117.5752,5717.7,41,395.6,270.9,68.5,0,395.6,
123,765,C,15° 58.560'S,117° 34.512'E,-15.976,117.5752,5717.7,65,613.7,373.4,60.8,0,963.9,
123,765,D,15° 58.560'S,117° 34.512'E,-15.976,117.5752,5713.8,27,247,78.7,31.9,0,1194.9,
123,766,A,19° 55.920'S,110° 27.246'E,-19.932,110.4541,3997.5,55,527.2,347.5,65.9,0,527.2,
124,767,A,4° 47.466'N,123° 30.204'E,4.7911,123.5034,4905.6,1,4.2,4.1,98.6,0,4.2,
124,767,B,4° 47.490'N,123° 30.198'E,4.7915,123.5033,4905.3,78,739,585,79.2,0,739,
124,767,C,4° 47.502'N,123° 30.204'E,4.7917,123.5034,4905.3,12,111.7,44.7,40,0,791.7,
124,768,A,8°  0.000'N,121° 13.158'E,8,121.2193,4384.4,1,9.5,8.8,92.6,0,9.5,
124,768,B,8°  0.000'N,121° 13.188'E,8,121.2198,4384.4,40,364.1,293.8,80.7,0,364.1,
124,768,C,8°  0.000'N,121° 13.188'E,8,121.2198,4384.4,100,915,525.7,57.5,0,1268.5,
124,769,A,8° 47.136'N,121° 17.652'E,8.7856,121.2942,3644.8,7,65.4,68.5,104.7,0,65.4,
124,769,B,8° 47.118'N,121° 17.676'E,8.7853,121.2946,3643.6,32,290.2,281.6,97,0,290.2,
124,769,C,8° 47.118'N,121° 17.688'E,8.7853,121.2948,3643.6,12,115.8,51.4,44.4,0,376.9,
124,770,A,5°  8.700'N,123° 40.236'E,5.145,123.6706,4506.7,2,10.9,1.6,14.5,0,10.9,
124,770,B,5°  8.688'N,123° 40.098'E,5.1448,123.6683,4504.9,21,201.6,112.4,55.8,0,474.1,
124,770,C,5°  8.688'N,123° 40.104'E,5.1448,123.6684,4504.9,12,115.8,54.8,47.3,0,529.5,
124,771,A,8° 40.692'N,120° 40.782'E,8.6782,120.6797,2858.7,18,169,90,53.2,0,304.1,
124,772,A,16° 39.138'N,119° 42.132'E,16.6523,119.7022,1529.5,17,136.2,85.6,62.9,0,361,
124,773,A,20° 12.360'N,121° 39.200'E,20.206,121.6533333,1593.5,2,13.1,0,0,0,137.4,
124,773,B,20° 12.360'N,121° 39.180'E,20.206,121.653,1593.5,2,3,2.4,80,0,101.7,
124,774,A,20° 35.900'N,121° 44.075'E,20.5983333,121.7345833,1084,0,0,0,,37.8,37.8,
124,774,B,20° 35.900'N,121° 44.075'E,20.5983333,121.7345833,1078.5,0,0,0,,255.9,255.9,
124,775,A,19° 51.072'N,121° 42.942'E,19.8512,121.7157,495.5,1,6,0.3,5.2,0,6,
124,775,B,19° 51.072'N,121° 42.942'E,19.8512,121.7157,495.5,0,0,0,,20.5,20.5,
124,775,C,19° 51.072'N,121° 42.942'E,19.8512,121.7157,495.5,0,0,0,,11.2,11.2,
124,776,A,17° 54.400'N,143° 40.950'E,17.9066667,143.6825,4702.5,0,0,0,,532.5,532.5,
124,777,A,17° 41.868'N,148° 41.286'E,17.6978,148.6881,5800,6,48.5,14.7,30.3,0,49.5,
124,777,B,17° 41.868'N,148° 41.286'E,17.6978,148.6881,5800,5,37.2,38.4,103.3,0,39.1,
124,777,C,17° 41.868'N,148° 41.286'E,17.6978,148.6881,5800,1,4,0.8,21,0,47.4,
124,777,D,17° 41.868'N,148° 41.286'E,17.6978,148.6881,5800,3,9.2,1.1,12.4,0,59.8,
124,777,E,17° 41.868'N,148° 41.286'E,17.6978,148.6881,5806.5,2,20,0.6,3.1,0,61.5,
124,777,F,17° 41.868'N,148° 41.286'E,17.6978,148.6881,5806.5,1,2.5,2.5,98.4,0,2.5,
125,778,A,19° 29.940'N,146° 39.960'E,19.499,146.666,3913.7,13,107.6,22.8,21.2,0,107.6,
125,779,A,19° 30.750'N,146° 41.760'E,19.5125,146.696,3947.2,37,317.2,73.2,23.1,0,317.2,
125,779,B,19° 30.750'N,146° 41.760'E,19.5125,146.696,3947.2,1,9,8.7,96.7,0,9,
125,780,A,19° 32.508'N,146° 39.300'E,19.5418,146.655,3086.8,1,3.5,3.5,101.1,0,3.5,
125,780,B,19° 32.472'N,146° 39.222'E,19.5412,146.6537,3094,2,18.2,10.3,56.8,0,18.2,
125,780,C,19° 32.532'N,146° 39.210'E,19.5422,146.6535,3083.4,18,163.5,14.4,8.8,0,163.5,
125,780,D,19° 32.550'N,146° 39.198'E,19.5425,146.6533,3088.9,7,32.4,9.1,28.1,0,32.4,
125,781,A,19° 37.908'N,146° 32.562'E,19.6318,146.5427,4431.7,27,247,39.6,16,0,250,
125,782,A,30° 51.660'N,141° 18.852'E,30.861,141.3142,2958.9,50,476.8,282,59.1,0,476.8,
125,782,B,30° 51.600'N,141° 18.840'E,30.86,141.314,2965.9,1,9.6,0.1,1,0,468.9,
125,783,A,30° 57.858'N,141° 47.280'E,30.9643,141.788,4648.8,18,168.2,47,27.9,0,168.2,
125,784,A,30° 54.480'N,141° 44.280'E,30.908,141.738,4900.8,45,425.3,218.3,51.3,0,425.3,
125,785,A,30° 49.470'N,140° 55.200'E,30.8245,140.92,2660.8,11,104.7,18.4,17.6,0,104.7,
125,786,A,31° 52.500'N,141° 13.560'E,31.875,141.226,3058.1,19,166.5,84.9,51,0,166.5,
125,786,B,31° 52.452'N,141° 13.590'E,31.8742,141.2265,3071,72,666.1,190.1,28.5,0,828.6,
126,787,A,32° 22.542'N,140° 44.964'E,32.3757,140.7494,3254.5,0,0,0,,0,34.5,
126,787,B,32° 22.542'N,140° 44.964'E,32.3757,140.7494,3258.9,34,320.1,159.9,49.9,0,320.1,
126,788,A,30° 55.320'N,140°  0.228'E,30.922,140.0038,1100.5,5,45.3,1.2,2.7,0,45.3,
126,788,B,30° 55.350'N,140°  0.186'E,30.9225,140.0031,1102.5,4,35.6,0,0,0,35.6,
126,788,C,30° 55.320'N,140°  0.228'E,30.922,140.0038,1102.5,28,258.5,146.1,56.5,0,262.5,
126,788,D,30° 55.320'N,140°  0.228'E,30.922,140.0038,1102.5,16,154.4,12.3,8,0,374,
126,789,A,30° 55.206'N,139° 59.850'E,30.9201,139.9975,1118,6,54.1,0.1,0.2,0,54.1,
126,790,A,30° 54.924'N,139° 50.634'E,30.9154,139.8439,2222.2,4,37.4,35.7,95.5,0,37.4,
126,790,B,30° 54.966'N,139° 50.658'E,30.9161,139.8443,2223.5,15,138.9,88.7,63.9,0,138.9,
126,790,C,30° 54.654'N,139° 50.220'E,30.9109,139.837,2223.5,33,302.1,127.3,42.1,0,387.1,
126,791,A,30° 54.990'N,139° 52.206'E,30.9165,139.8701,2268.5,49,457,179.9,39.4,0,457,
126,791,B,30° 54.990'N,139° 52.206'E,30.9165,139.8701,2268.5,77,738.2,114.3,15.5,0,1145,
126,792,A,32° 23.988'N,140° 22.842'E,32.3998,140.3807,1787.3,10,95,72.1,75.9,0,95,
126,792,B,32° 23.988'N,140° 22.842'E,32.3998,140.3807,1787.7,11,100.7,43.6,43.3,0,146.4,
126,792,C,32° 23.946'N,140° 22.806'E,32.3991,140.3801,1787.7,1,9.6,0.6,6.1,0,146.4,
126,792,D,32° 23.898'N,140° 22.782'E,32.3983,140.3797,1787.7,1,9.6,0.8,8.8,0,145.6,
126,792,E,32° 23.964'N,140° 22.758'E,32.3994,140.3793,1787.7,78,750.3,362.1,48.3,0,885.9,
126,793,A,31°  6.342'N,140° 53.292'E,31.1057,140.8882,2964.8,11,99.7,79,79.2,0,99.7,
126,793,B,31°  6.354'N,140° 53.286'E,31.1059,140.8881,2964.8,114,1095.5,697.9,63.7,0,1682,
127,794,A,40° 11.400'N,138° 13.860'E,40.19,138.231,2811,37,351.3,302.2,86,0,351.3,
127,794,B,40° 11.400'N,138° 13.860'E,40.19,138.231,2811,27,249.2,87.4,35.1,0,549,
127,794,C,40° 11.400'N,138° 13.860'E,40.19,138.231,2809.3,14,93.9,33.2,35.4,0,653.7,
127,795,A,43° 59.220'N,138° 58.020'E,43.987,138.967,3300.2,39,364.9,258.3,70.8,0,365.9,
127,795,B,43° 59.220'N,138° 57.900'E,43.987,138.965,3299,41,397,188.9,47.6,0,762.2,
