"leg_exp","site","variable","value","other","Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene","Cretaceous","sort_old","crunch_old","all_ages2","Latitude_DD","Longitude_DD","program","repository"
"155","945","Pleistocene","Pleistocene",NA,"Pleistocene",NA,NA,NA,NA,NA,NA,NA,NA,"Pleistocene",6.9503,-47.9288,"ODP","BCR"
"155","946","Pleistocene","Pleistocene",NA,"Pleistocene",NA,NA,NA,NA,NA,NA,NA,NA,"Pleistocene",6.9496,-47.9193,"ODP","BCR"
"156","947","other","LOGGING WHILE DRILLING","LOGGING WHILE DRILLING",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15.5245483333333,-58.7478616666667,"ODP","BCR"
"156","948","Oligocene","Oligocene",NA,"Pleistocene",NA,"Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Miocene, Oligocene",15.5243066666667,-58.7317366666667,"ODP","BCR"
"156","948","Miocene","Miocene",NA,"Pleistocene",NA,"Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Miocene, Oligocene",15.5243066666667,-58.7317366666667,"ODP","BCR"
"156","948","Pleistocene","Pleistocene",NA,"Pleistocene",NA,"Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Miocene, Oligocene",15.5243066666667,-58.7317366666667,"ODP","BCR"
"156","949","Oligocene","Oligocene",NA,NA,"Pliocene","Miocene","Oligocene",NA,NA,NA,NA,NA,"Pliocene, Miocene, Oligocene",15.5369,-58.7142,"ODP","BCR"
"156","949","Pliocene","Pliocene",NA,NA,"Pliocene","Miocene","Oligocene",NA,NA,NA,NA,NA,"Pliocene, Miocene, Oligocene",15.5369,-58.7142,"ODP","BCR"
"156","949","Miocene","Miocene",NA,NA,"Pliocene","Miocene","Oligocene",NA,NA,NA,NA,NA,"Pliocene, Miocene, Oligocene",15.5369,-58.7142,"ODP","BCR"
"157","950","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene",NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Eocene",31.15018,-25.60007,"ODP","BCR"
"157","950","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene",NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Eocene",31.15018,-25.60007,"ODP","BCR"
"157","950","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene",NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Eocene",31.15018,-25.60007,"ODP","BCR"
"157","950","Eocene","Eocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene",NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Eocene",31.15018,-25.60007,"ODP","BCR"
"157","951","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",32.0315,-24.8706,"ODP","BCR"
"157","951","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",32.0315,-24.8706,"ODP","BCR"
"157","951","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",32.0315,-24.8706,"ODP","BCR"
"157","952","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",30.7908,-24.5095,"ODP","BCR"
"157","952","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",30.7908,-24.5095,"ODP","BCR"
"157","952","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",30.7908,-24.5095,"ODP","BCR"
"157","953","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",28.65023,-15.14452,"ODP","BCR"
"157","953","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",28.65023,-15.14452,"ODP","BCR"
"157","953","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",28.65023,-15.14452,"ODP","BCR"
"157","954","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",28.43652,-15.53202,"ODP","BCR"
"157","954","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",28.43652,-15.53202,"ODP","BCR"
"157","954","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",28.43652,-15.53202,"ODP","BCR"
"157","955","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",27.3258,-15.2308,"ODP","BCR"
"157","955","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",27.3258,-15.2308,"ODP","BCR"
"157","955","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",27.3258,-15.2308,"ODP","BCR"
"157","956","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",27.61492,-16.16328,"ODP","BCR"
"157","956","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",27.61492,-16.16328,"ODP","BCR"
"157","956","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",27.61492,-16.16328,"ODP","BCR"
"158","957","other","HARD ROCK","HARD ROCK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",26.1372,-44.8258,"ODP","BCR"
"159","958","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",23.9989566666667,-20.0008333333333,"ODP","BCR"
"159","958","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",23.9989566666667,-20.0008333333333,"ODP","BCR"
"159","958","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",23.9989566666667,-20.0008333333333,"ODP","BCR"
"159","959","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",3.62765,-2.7352,"ODP","BCR"
"159","959","Paleocene","Paleocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",3.62765,-2.7352,"ODP","BCR"
"159","959","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",3.62765,-2.7352,"ODP","BCR"
"159","959","Eocene","Eocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",3.62765,-2.7352,"ODP","BCR"
"159","959","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",3.62765,-2.7352,"ODP","BCR"
"159","959","Cretaceous","Cretaceous",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",3.62765,-2.7352,"ODP","BCR"
"159","960","Eocene","Eocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene",NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Cretaceous",3.5836,-2.7331,"ODP","BCR"
"159","960","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene",NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Cretaceous",3.5836,-2.7331,"ODP","BCR"
"159","960","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene",NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Cretaceous",3.5836,-2.7331,"ODP","BCR"
"159","960","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene",NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Cretaceous",3.5836,-2.7331,"ODP","BCR"
"159","960","Cretaceous","Cretaceous",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene",NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Cretaceous",3.5836,-2.7331,"ODP","BCR"
"159","961","Paleocene","Paleocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",3.4426,-3.05933,"ODP","BCR"
"159","961","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",3.4426,-3.05933,"ODP","BCR"
"159","961","Eocene","Eocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",3.4426,-3.05933,"ODP","BCR"
"159","961","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",3.4426,-3.05933,"ODP","BCR"
"159","961","Cretaceous","Cretaceous",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",3.4426,-3.05933,"ODP","BCR"
"159","961","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",3.4426,-3.05933,"ODP","BCR"
"159","962","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Cretaceous",3.25137,-3.18163,"ODP","BCR"
"159","962","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Cretaceous",3.25137,-3.18163,"ODP","BCR"
"159","962","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Cretaceous",3.25137,-3.18163,"ODP","BCR"
"159","962","Cretaceous","Cretaceous",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Cretaceous",3.25137,-3.18163,"ODP","BCR"
"16","155","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",6.123,-81.0437,"DSDP","GCR"
"16","155","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",6.123,-81.0437,"DSDP","GCR"
"16","155","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",6.123,-81.0437,"DSDP","GCR"
"16","156","Oligocene","Oligocene",NA,"Pleistocene",NA,"Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Miocene, Oligocene",-1.68,-85.401,"DSDP","GCR"
"16","156","Pleistocene","Pleistocene",NA,"Pleistocene",NA,"Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Miocene, Oligocene",-1.68,-85.401,"DSDP","GCR"
"16","156","Miocene","Miocene",NA,"Pleistocene",NA,"Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Miocene, Oligocene",-1.68,-85.401,"DSDP","GCR"
"16","157","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",-1.7617,-85.9028,"DSDP","GCR"
"16","157","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",-1.7617,-85.9028,"DSDP","GCR"
"16","157","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",-1.7617,-85.9028,"DSDP","GCR"
"16","158","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",6.6227,-85.236,"DSDP","GCR"
"16","158","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",6.6227,-85.236,"DSDP","GCR"
"16","158","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",6.6227,-85.236,"DSDP","GCR"
"16","159","Oligocene","Oligocene",NA,"Pleistocene",NA,"Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Miocene, Oligocene",12.332,-122.2878,"DSDP","GCR"
"16","159","Pleistocene","Pleistocene",NA,"Pleistocene",NA,"Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Miocene, Oligocene",12.332,-122.2878,"DSDP","GCR"
"16","159","Miocene","Miocene",NA,"Pleistocene",NA,"Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Miocene, Oligocene",12.332,-122.2878,"DSDP","GCR"
"16","160","Miocene","Miocene",NA,"Pleistocene",NA,"Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Miocene, Oligocene",11.7045,-130.8802,"DSDP","GCR"
"16","160","Oligocene","Oligocene",NA,"Pleistocene",NA,"Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Miocene, Oligocene",11.7045,-130.8802,"DSDP","GCR"
"16","160","Pleistocene","Pleistocene",NA,"Pleistocene",NA,"Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Miocene, Oligocene",11.7045,-130.8802,"DSDP","GCR"
"16","161","Oligocene","Oligocene",NA,NA,NA,"Miocene","Oligocene","Eocene",NA,NA,NA,NA,"Miocene, Oligocene, Eocene",10.6712,-139.9545,"DSDP","GCR"
"16","161","Eocene","Eocene",NA,NA,NA,"Miocene","Oligocene","Eocene",NA,NA,NA,NA,"Miocene, Oligocene, Eocene",10.6712,-139.9545,"DSDP","GCR"
"16","161","Miocene","Miocene",NA,NA,NA,"Miocene","Oligocene","Eocene",NA,NA,NA,NA,"Miocene, Oligocene, Eocene",10.6712,-139.9545,"DSDP","GCR"
"16","162","Oligocene","Oligocene",NA,NA,NA,NA,"Oligocene","Eocene",NA,NA,NA,NA,"Oligocene, Eocene",14.8698,-140.0435,"DSDP","GCR"
"16","162","Eocene","Eocene",NA,NA,NA,NA,"Oligocene","Eocene",NA,NA,NA,NA,"Oligocene, Eocene",14.8698,-140.0435,"DSDP","GCR"
"16","163","Oligocene","Oligocene",NA,NA,NA,NA,"Oligocene","Eocene",NA,"Cretaceous",NA,NA,"Oligocene, Eocene, Cretaceous",11.2443,-150.292,"DSDP","GCR"
"16","163","Eocene","Eocene",NA,NA,NA,NA,"Oligocene","Eocene",NA,"Cretaceous",NA,NA,"Oligocene, Eocene, Cretaceous",11.2443,-150.292,"DSDP","GCR"
"16","163","Cretaceous","Cretaceous",NA,NA,NA,NA,"Oligocene","Eocene",NA,"Cretaceous",NA,NA,"Oligocene, Eocene, Cretaceous",11.2443,-150.292,"DSDP","GCR"
"160","963","Pleistocene","Pleistocene",NA,"Pleistocene",NA,NA,NA,NA,NA,NA,NA,NA,"Pleistocene",37.0346,13.1793,"ODP","BCR"
"160","964","Pliocene","Pliocene",NA,"Pleistocene","Pliocene",NA,NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene",36.2603833333333,17.75,"ODP","BCR"
"160","964","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene",NA,NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene",36.2603833333333,17.75,"ODP","BCR"
"160","965","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",33.918,32.7130833333333,"ODP","BCR"
"160","965","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",33.918,32.7130833333333,"ODP","BCR"
"160","965","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",33.918,32.7130833333333,"ODP","BCR"
"160","966","Eocene","Eocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene",NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Eocene",33.7976333333333,32.70155,"ODP","BCR"
"160","966","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene",NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Eocene",33.7976333333333,32.70155,"ODP","BCR"
"160","966","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene",NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Eocene",33.7976333333333,32.70155,"ODP","BCR"
"160","966","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene",NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Eocene",33.7976333333333,32.70155,"ODP","BCR"
"160","967","Eocene","Eocene",NA,"Pleistocene","Pliocene",NA,NA,"Eocene",NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Eocene, Cretaceous",34.0684333333333,32.7254166666667,"ODP","BCR"
"160","967","Cretaceous","Cretaceous",NA,"Pleistocene","Pliocene",NA,NA,"Eocene",NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Eocene, Cretaceous",34.0684333333333,32.7254166666667,"ODP","BCR"
"160","967","Pliocene","Pliocene",NA,"Pleistocene","Pliocene",NA,NA,"Eocene",NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Eocene, Cretaceous",34.0684333333333,32.7254166666667,"ODP","BCR"
"160","967","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene",NA,NA,"Eocene",NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Eocene, Cretaceous",34.0684333333333,32.7254166666667,"ODP","BCR"
"160","968","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",34.3316666666667,32.7510833333333,"ODP","BCR"
"160","968","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",34.3316666666667,32.7510833333333,"ODP","BCR"
"160","968","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",34.3316666666667,32.7510833333333,"ODP","BCR"
"160","969","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",33.83865,24.8833333333333,"ODP","BCR"
"160","969","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",33.83865,24.8833333333333,"ODP","BCR"
"160","969","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",33.83865,24.8833333333333,"ODP","BCR"
"160","970","Pliocene","Pliocene",NA,"Pleistocene","Pliocene",NA,NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene",33.7355666666667,24.79095,"ODP","BCR"
"160","970","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene",NA,NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene",33.7355666666667,24.79095,"ODP","BCR"
"160","971","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene",NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Cretaceous",33.7136166666667,24.7018,"ODP","BCR"
"160","971","Cretaceous","Cretaceous",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene",NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Cretaceous",33.7136166666667,24.7018,"ODP","BCR"
"160","971","Oligocene","Oligocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene",NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Cretaceous",33.7136166666667,24.7018,"ODP","BCR"
"160","971","Eocene","Eocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene",NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Cretaceous",33.7136166666667,24.7018,"ODP","BCR"
"160","971","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene",NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Cretaceous",33.7136166666667,24.7018,"ODP","BCR"
"160","971","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene",NA,"Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Cretaceous",33.7136166666667,24.7018,"ODP","BCR"
"160","972","Pliocene","Pliocene",NA,"Pleistocene","Pliocene",NA,NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene",35.7800333333333,18.7254,"ODP","BCR"
"160","972","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene",NA,NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene",35.7800333333333,18.7254,"ODP","BCR"
"160","973","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene",NA,NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene",35.78035,18.9482,"ODP","BCR"
"160","973","Pliocene","Pliocene",NA,"Pleistocene","Pliocene",NA,NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene",35.78035,18.9482,"ODP","BCR"
"161","974","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",40.3558,12.1422333333333,"ODP","BCR"
"161","974","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",40.3558,12.1422333333333,"ODP","BCR"
"161","974","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",40.3558,12.1422333333333,"ODP","BCR"
"161","975","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",38.8964333333333,4.50993333333333,"ODP","BCR"
"161","975","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",38.8964333333333,4.50993333333333,"ODP","BCR"
"161","975","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",38.8964333333333,4.50993333333333,"ODP","BCR"
"161","976","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",36.2053833333333,-4.3124,"ODP","BCR"
"161","976","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",36.2053833333333,-4.3124,"ODP","BCR"
"161","976","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",36.2053833333333,-4.3124,"ODP","BCR"
"161","977","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",36.0317833333333,-1.95531666666667,"ODP","BCR"
"161","977","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",36.0317833333333,-1.95531666666667,"ODP","BCR"
"161","977","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",36.0317833333333,-1.95531666666667,"ODP","BCR"
"161","978","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",36.2311166666667,-2.05706666666667,"ODP","BCR"
"161","978","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",36.2311166666667,-2.05706666666667,"ODP","BCR"
"161","978","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",36.2311166666667,-2.05706666666667,"ODP","BCR"
"161","979","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",35.7237833333333,-3.20588333333333,"ODP","BCR"
"161","979","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",35.7237833333333,-3.20588333333333,"ODP","BCR"
"161","979","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",35.7237833333333,-3.20588333333333,"ODP","BCR"
"162","907","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",69.2333,-12.6983,"ODP","BCR"
"162","907","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",69.2333,-12.6983,"ODP","BCR"
