"Title","Keywords","Creator","Notes","Duration","Special","YouTube.Link","YouTube.Channel","Exp.or.Group"
"1 - Overview 4-9-08_512K","Science","Ocean Leadership","video partially corrupted","00:02:19",NA,"unavailable - contact JRSO/USSSP","NA","Smithsonian"
"2 - Jan Backman 4-9-08_512K","Science","Ocean Leadership","video partially corrupted","00:02:28",NA,"unavailable - contact JRSO/USSSP","NA","Smithsonian"
"2012 Return to Juan de Fuca Expedition TN-284","Science","Lisa Strong",NA,"00:05:16","R/V Thompson","https://www.youtube.com/watch?v=oyfjTM3Aj50","OceanLeadership","327"
"2012 Return to Juan de Fuca Expedition TN-284","Derrick","Lisa Strong",NA,"00:05:16","R/V Thompson","https://www.youtube.com/watch?v=oyfjTM3Aj50","OceanLeadership","327"
"2012 Return to Juan de Fuca Expedition TN-284","Marine Life","Lisa Strong",NA,"00:05:16","R/V Thompson","https://www.youtube.com/watch?v=oyfjTM3Aj50","OceanLeadership","327"
"2012 Return to Juan de Fuca Expedition TN-284","Ocean","Lisa Strong",NA,"00:05:16","R/V Thompson","https://www.youtube.com/watch?v=oyfjTM3Aj50","OceanLeadership","327"
"3 - Bob Duncan 4-9-08_512K","Science","Ocean Leadership","video partially corrupted","00:02:10",NA,"unavailable - contact JRSO/USSSP","NA","Smithsonian"
"3 Second Everyday Video for JOIDES Resolution Exp383","Helipad","Sian Proctor",NA,"00:02:54",NA,"https://www.youtube.com/watch?v=DdEahYFOUVI","Dr. Sian Proctor","383"
"3 Second Everyday Video for JOIDES Resolution Exp383","Gangway/Pier","Sian Proctor",NA,"00:02:54",NA,"https://www.youtube.com/watch?v=DdEahYFOUVI","Dr. Sian Proctor","383"
"3 Second Everyday Video for JOIDES Resolution Exp383","Ocean","Sian Proctor",NA,"00:02:54",NA,"https://www.youtube.com/watch?v=DdEahYFOUVI","Dr. Sian Proctor","383"
"3 Second Everyday Video for JOIDES Resolution Exp383","Thrusters/DP","Sian Proctor",NA,"00:02:54",NA,"https://www.youtube.com/watch?v=DdEahYFOUVI","Dr. Sian Proctor","383"
"3 Second Everyday Video for JOIDES Resolution Exp383","Steel Beach","Sian Proctor",NA,"00:02:54",NA,"https://www.youtube.com/watch?v=DdEahYFOUVI","Dr. Sian Proctor","383"
"3 Second Everyday Video for JOIDES Resolution Exp383","Marine Life","Sian Proctor",NA,"00:02:54",NA,"https://www.youtube.com/watch?v=DdEahYFOUVI","Dr. Sian Proctor","383"
"3 Second Everyday Video for JOIDES Resolution Exp383","Life at Sea","Sian Proctor",NA,"00:02:54",NA,"https://www.youtube.com/watch?v=DdEahYFOUVI","Dr. Sian Proctor","383"
"3 Second Everyday Video for JOIDES Resolution Exp383","Derrick","Sian Proctor",NA,"00:02:54",NA,"https://www.youtube.com/watch?v=DdEahYFOUVI","Dr. Sian Proctor","383"
"3 Second Everyday Video for JOIDES Resolution Exp383","Moonpool","Sian Proctor",NA,"00:02:54",NA,"https://www.youtube.com/watch?v=DdEahYFOUVI","Dr. Sian Proctor","383"
"3 Second Everyday Video for JOIDES Resolution Exp383","Drilling/Rigfloor","Sian Proctor",NA,"00:02:54",NA,"https://www.youtube.com/watch?v=DdEahYFOUVI","Dr. Sian Proctor","383"
"3 Second Everyday Video for JOIDES Resolution Exp383","Labs","Sian Proctor",NA,"00:02:54",NA,"https://www.youtube.com/watch?v=DdEahYFOUVI","Dr. Sian Proctor","383"
"3 Second Everyday Video for JOIDES Resolution Exp383","Catwalk","Sian Proctor",NA,"00:02:54",NA,"https://www.youtube.com/watch?v=DdEahYFOUVI","Dr. Sian Proctor","383"
"3 Second Everyday Video for JOIDES Resolution Exp383","Core Splitting","Sian Proctor",NA,"00:02:54",NA,"https://www.youtube.com/watch?v=DdEahYFOUVI","Dr. Sian Proctor","383"
"309-312 Superfast 12-8-08 PM","Drilling/Rigfloor","Ocean Leadership","Duplicate of above","00:02:55",NA,"https://www.youtube.com/watch?v=GhT37qR-NsU","OceanDrilling","309/312"
"309-312 Superfast 12-8-08 PM","Derrick","Ocean Leadership","Duplicate of above","00:02:55",NA,"https://www.youtube.com/watch?v=GhT37qR-NsU","OceanDrilling","309/312"
"309-312 Superfast 12-8-08 PM","Catwalk","Ocean Leadership","Duplicate of above","00:02:55",NA,"https://www.youtube.com/watch?v=GhT37qR-NsU","OceanDrilling","309/312"
"309-312 Superfast 12-8-08 PM","Science","Ocean Leadership","Duplicate of above","00:02:55",NA,"https://www.youtube.com/watch?v=GhT37qR-NsU","OceanDrilling","309/312"
"309-312 Superfast 12-8-08 PM","Labs","Ocean Leadership","Duplicate of above","00:02:55",NA,"https://www.youtube.com/watch?v=GhT37qR-NsU","OceanDrilling","309/312"
"321 NSF tour ","Gangway/Pier",NA,"No audio","00:03:41",NA,"unavailable - contact JRSO/USSSP","NA","321"
"327_movie_636x358","Moonpool","Bill Crawford",NA,"01:18:46","FFF","unavailable - contact JRSO/USSSP","NA","327"
"327_movie_636x358","Helipad","Bill Crawford",NA,"01:18:46","FFF","unavailable - contact JRSO/USSSP","NA","327"
"327_movie_636x358","Ocean","Bill Crawford",NA,"01:18:46","FFF","unavailable - contact JRSO/USSSP","NA","327"
"327_movie_636x358","Derrick","Bill Crawford",NA,"01:18:46","FFF","unavailable - contact JRSO/USSSP","NA","327"
"327_movie_636x358","Catwalk","Bill Crawford",NA,"01:18:46","FFF","unavailable - contact JRSO/USSSP","NA","327"
"327_movie_636x358","Life at Sea","Bill Crawford",NA,"01:18:46","FFF","unavailable - contact JRSO/USSSP","NA","327"
"327_movie_636x358","Gangway/Pier","Bill Crawford",NA,"01:18:46","FFF","unavailable - contact JRSO/USSSP","NA","327"
"327_movie_636x358","Life Boats","Bill Crawford",NA,"01:18:46","FFF","unavailable - contact JRSO/USSSP","NA","327"
"327_movie_636x358","Drilling/Rigfloor","Bill Crawford",NA,"01:18:46","FFF","unavailable - contact JRSO/USSSP","NA","327"
"327_movie_636x358","Bridge","Bill Crawford",NA,"01:18:46","FFF","unavailable - contact JRSO/USSSP","NA","327"
"327_movie_636x358","Logging","Bill Crawford",NA,"01:18:46","FFF","unavailable - contact JRSO/USSSP","NA","327"
"327_movie_636x358","Labs","Bill Crawford",NA,"01:18:46","FFF","unavailable - contact JRSO/USSSP","NA","327"
"360 Cabin view 1","Life at Sea",NA,NA,"00:00:45",NA,"https://www.youtube.com/watch?v=OyqcLItUVRM","The JOIDES Resolution","374"
"360 Catwalk","Catwalk",NA,NA,"00:02:06",NA,"https://www.youtube.com/watch?v=-z5z1TtVAX8","The JOIDES Resolution","374"
"360 Chemistry Lab","Labs",NA,NA,"00:01:34",NA,"https://www.youtube.com/watch?v=56M55zd6WMA","The JOIDES Resolution","374"
"360 Drill rig 1","Drilling/Rigfloor",NA,NA,"00:00:57",NA,"https://www.youtube.com/watch?v=yQkOGSL4ZBU","The JOIDES Resolution","374"
"360 Drill rig 1","Derrick",NA,NA,"00:00:57",NA,"https://www.youtube.com/watch?v=yQkOGSL4ZBU","The JOIDES Resolution","374"
"360 Food storage","Life at Sea",NA,NA,"00:00:57",NA,"https://www.youtube.com/watch?v=dtQcjpCvkQI","The JOIDES Resolution","374"
"360 Ice from the bow","Ocean",NA,NA,"00:00:33",NA,"https://www.youtube.com/watch?v=EMm8ysyKOq8","The JOIDES Resolution","374"
"360 Lab view 2","Labs",NA,NA,"00:01:13",NA,"https://www.youtube.com/watch?v=sZ6JjS7yAFs","The JOIDES Resolution","374"
"360 Science Office","Life at Sea",NA,NA,"00:01:41",NA,"https://www.youtube.com/watch?v=lwwHAyfebA0","The JOIDES Resolution","374"
"360 Top of the derrick","Ocean",NA,NA,"00:02:34",NA,"https://www.youtube.com/watch?v=GnSyraD1k4w","The JOIDES Resolution","374"
"4 - Karen Bice 4-9-08_512K","Science","Ocean Leadership","video partially corrupted","00:02:53",NA,"unavailable - contact JRSO/USSSP","NA","Smithsonian"
"5 Things You Didn't Know About Icebergs","Science","Lee Stevens",NA,"00:02:10",NA,"https://www.youtube.com/watch?v=wH1Yfn1e8tM","The JOIDES Resolution","382"
"A Chat with 317 Co-Chief Craig Fulthorpe","Interviews/Career Paths",NA,NA,"00:06:20",NA,"https://www.youtube.com/watch?v=a3MkP39IuKk","OceanLeadership","317"
"A Chat with 317 Co-Chief Craig Fulthorpe","Science",NA,NA,"00:06:20",NA,"https://www.youtube.com/watch?v=a3MkP39IuKk","OceanLeadership","317"
"A Journey to Discover Antarctica's Future","Gangway/Pier","Vivien Cumming",NA,"00:10:44",NA,"https://www.youtube.com/watch?v=V0d7DcPsuZU","The JOIDES Resolution","379"
"A Journey to Discover Antarctica's Future","Science","Vivien Cumming",NA,"00:10:44",NA,"https://www.youtube.com/watch?v=V0d7DcPsuZU","The JOIDES Resolution","379"
"A Journey to Discover Antarctica's Future","Interviews/Career Paths","Vivien Cumming",NA,"00:10:44",NA,"https://www.youtube.com/watch?v=V0d7DcPsuZU","The JOIDES Resolution","379"
"A Journey to Discover Antarctica's Future","Derrick","Vivien Cumming",NA,"00:10:44",NA,"https://www.youtube.com/watch?v=V0d7DcPsuZU","The JOIDES Resolution","379"
"A Journey to Discover Antarctica's Future","Steel Beach","Vivien Cumming",NA,"00:10:44",NA,"https://www.youtube.com/watch?v=V0d7DcPsuZU","The JOIDES Resolution","379"
"A Journey to Discover Antarctica's Future","Catwalk","Vivien Cumming",NA,"00:10:44",NA,"https://www.youtube.com/watch?v=V0d7DcPsuZU","The JOIDES Resolution","379"
"A Journey to Discover Antarctica's Future","Bridge","Vivien Cumming",NA,"00:10:44",NA,"https://www.youtube.com/watch?v=V0d7DcPsuZU","The JOIDES Resolution","379"
"A Journey to Discover Antarctica's Future","Labs","Vivien Cumming",NA,"00:10:44",NA,"https://www.youtube.com/watch?v=V0d7DcPsuZU","The JOIDES Resolution","379"
"A Journey to Discover Antarctica's Future","Marine Life","Vivien Cumming",NA,"00:10:44",NA,"https://www.youtube.com/watch?v=V0d7DcPsuZU","The JOIDES Resolution","379"
"A Journey to Discover Antarctica's Future","Ocean","Vivien Cumming",NA,"00:10:44",NA,"https://www.youtube.com/watch?v=V0d7DcPsuZU","The JOIDES Resolution","379"
"A Journey to Discover Antarctica's Future","Drilling/Rigfloor","Vivien Cumming",NA,"00:10:44",NA,"https://www.youtube.com/watch?v=V0d7DcPsuZU","The JOIDES Resolution","379"
"A Journey to Discover Antarctica's Future","Helipad","Vivien Cumming",NA,"00:10:44",NA,"https://www.youtube.com/watch?v=V0d7DcPsuZU","The JOIDES Resolution","379"
"A Journey to Discover Antarctica's Future","Moonpool","Vivien Cumming",NA,"00:10:44",NA,"https://www.youtube.com/watch?v=V0d7DcPsuZU","The JOIDES Resolution","379"
"A lezione di geologia a bordo di una nave","Ocean","Alessia Cicconi","In Italian","00:03:11",NA,"https://www.youtube.com/watch?v=ky87iKfLUOs","ON THE ROCKS","367"
"A lezione di geologia a bordo di una nave","Gangway/Pier","Alessia Cicconi","In Italian","00:03:11",NA,"https://www.youtube.com/watch?v=ky87iKfLUOs","ON THE ROCKS","367"
"A lezione di geologia a bordo di una nave","Drilling/Rigfloor","Alessia Cicconi","In Italian","00:03:11",NA,"https://www.youtube.com/watch?v=ky87iKfLUOs","ON THE ROCKS","367"
"A lezione di geologia a bordo di una nave","Catwalk","Alessia Cicconi","In Italian","00:03:11",NA,"https://www.youtube.com/watch?v=ky87iKfLUOs","ON THE ROCKS","367"
"A lezione di geologia a bordo di una nave","Labs","Alessia Cicconi","In Italian","00:03:11",NA,"https://www.youtube.com/watch?v=ky87iKfLUOs","ON THE ROCKS","367"
"A Planet in Motion 1996","Derrick",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"A Planet in Motion 1996","Life at Sea",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"A Planet in Motion 1996","Steel Beach",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"A Planet in Motion 1996","Labs",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"A Planet in Motion 1996","Thrusters/DP",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"A Planet in Motion 1996","Reefer",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"A Planet in Motion 1996","Science",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"A Planet in Motion 1996","Core Splitting",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"A Planet in Motion 1996","Bridge",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"A Planet in Motion 1996","Marine Life",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"A Planet in Motion 1996","Core Flow",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"A Planet in Motion 1996","Drilling/Rigfloor",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"A Planet in Motion 1996","Moonpool",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"A Planet in Motion 1996","Ocean",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"A Planet in Motion 1996","Catwalk",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"A Planet in Motion 1996","Interviews/Career Paths",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"A Planet in Motion 1996","Helipad",NA,NA,"00:22:06","FFF; VIT","unavailable - contact JRSO/USSSP","NA","Historical"
"Aboard the JOIDES Resolution","Drilling/Rigfloor","Lisa Strong",NA,"00:02:59",NA,"https://www.youtube.com/watch?v=6tDnmyYMCGg","OceanLeadership","330"
"Aboard the JOIDES Resolution","Interviews/Career Paths","Lisa Strong",NA,"00:02:59",NA,"https://www.youtube.com/watch?v=6tDnmyYMCGg","OceanLeadership","330"
"Aboard the JOIDES Resolution","Gangway/Pier","Lisa Strong",NA,"00:02:59",NA,"https://www.youtube.com/watch?v=6tDnmyYMCGg","OceanLeadership","330"
"Aboard the JOIDES Resolution","Helipad","Lisa Strong",NA,"00:02:59",NA,"https://www.youtube.com/watch?v=6tDnmyYMCGg","OceanLeadership","330"
"Aboard the JOIDES Resolution","Marine Life","Lisa Strong",NA,"00:02:59",NA,"https://www.youtube.com/watch?v=6tDnmyYMCGg","OceanLeadership","330"
"Aboard the JOIDES Resolution","Steel Beach","Lisa Strong",NA,"00:02:59",NA,"https://www.youtube.com/watch?v=6tDnmyYMCGg","OceanLeadership","330"
"Aboard the JOIDES Resolution","Labs","Lisa Strong",NA,"00:02:59",NA,"https://www.youtube.com/watch?v=6tDnmyYMCGg","OceanLeadership","330"
"Aboard the JOIDES Resolution","Ocean","Lisa Strong",NA,"00:02:59",NA,"https://www.youtube.com/watch?v=6tDnmyYMCGg","OceanLeadership","330"
"Aboard the JOIDES Resolution","Catwalk","Lisa Strong",NA,"00:02:59",NA,"https://www.youtube.com/watch?v=6tDnmyYMCGg","OceanLeadership","330"
"Aboard the JR","Thrusters/DP","Lisa Strong",NA,"00:04:29",NA,"https://www.youtube.com/watch?v=_JxHWK64fbU","OceanLeadership","354"
"Aboard the JR","Gangway/Pier","Lisa Strong",NA,"00:04:29",NA,"https://www.youtube.com/watch?v=_JxHWK64fbU","OceanLeadership","354"
"Aboard the JR","Labs","Lisa Strong",NA,"00:04:29",NA,"https://www.youtube.com/watch?v=_JxHWK64fbU","OceanLeadership","354"
"Aboard the JR","Drilling/Rigfloor","Lisa Strong",NA,"00:04:29",NA,"https://www.youtube.com/watch?v=_JxHWK64fbU","OceanLeadership","354"
"Aboard the JR","Marine Life","Lisa Strong",NA,"00:04:29",NA,"https://www.youtube.com/watch?v=_JxHWK64fbU","OceanLeadership","354"
"Aboard the JR","Catwalk","Lisa Strong",NA,"00:04:29",NA,"https://www.youtube.com/watch?v=_JxHWK64fbU","OceanLeadership","354"
"Aboard the JR","Derrick","Lisa Strong",NA,"00:04:29",NA,"https://www.youtube.com/watch?v=_JxHWK64fbU","OceanLeadership","354"
"Aboard the JR","Life Boats","Lisa Strong",NA,"00:04:29",NA,"https://www.youtube.com/watch?v=_JxHWK64fbU","OceanLeadership","354"
"Aboard the JR","Steel Beach","Lisa Strong",NA,"00:04:29",NA,"https://www.youtube.com/watch?v=_JxHWK64fbU","OceanLeadership","354"
"Aboard the JR","Ocean","Lisa Strong",NA,"00:04:29",NA,"https://www.youtube.com/watch?v=_JxHWK64fbU","OceanLeadership","354"
"Aboard the JR","Interviews/Career Paths","Lisa Strong",NA,"00:04:29",NA,"https://www.youtube.com/watch?v=_JxHWK64fbU","OceanLeadership","354"
"Aboard the JR","Helipad","Lisa Strong",NA,"00:04:29",NA,"https://www.youtube.com/watch?v=_JxHWK64fbU","OceanLeadership","354"
"About ODP (CanadaProduction) 1985","Catwalk",NA,NA,"00:06:38",NA,"unavailable - contact JRSO/USSSP","NA","Historical"
"About ODP (CanadaProduction) 1985","Core Splitting",NA,NA,"00:06:38",NA,"unavailable - contact JRSO/USSSP","NA","Historical"
"About ODP (CanadaProduction) 1985","Labs",NA,NA,"00:06:38",NA,"unavailable - contact JRSO/USSSP","NA","Historical"
"About ODP (CanadaProduction) 1985","Ocean",NA,NA,"00:06:38",NA,"unavailable - contact JRSO/USSSP","NA","Historical"
"About ODP (CanadaProduction) 1985","Science",NA,NA,"00:06:38",NA,"unavailable - contact JRSO/USSSP","NA","Historical"
"About ODP (CanadaProduction) 1985","Derrick",NA,NA,"00:06:38",NA,"unavailable - contact JRSO/USSSP","NA","Historical"
"About ODP (CanadaProduction) 1985","Drilling/Rigfloor",NA,NA,"00:06:38",NA,"unavailable - contact JRSO/USSSP","NA","Historical"
"Adriane Lam: Postdoctoral Fellow","Ocean",NA,NA,"00:02:43",NA,"https://www.youtube.com/watch?v=zlmqp-OOCJU","The JOIDES Resolution","General"
"Adriane Lam: Postdoctoral Fellow","Derrick",NA,NA,"00:02:43",NA,"https://www.youtube.com/watch?v=zlmqp-OOCJU","The JOIDES Resolution","General"
"Adriane Lam: Postdoctoral Fellow","Steel Beach",NA,NA,"00:02:43",NA,"https://www.youtube.com/watch?v=zlmqp-OOCJU","The JOIDES Resolution","General"
"Adriane Lam: Postdoctoral Fellow","Catwalk",NA,NA,"00:02:43",NA,"https://www.youtube.com/watch?v=zlmqp-OOCJU","The JOIDES Resolution","General"
"Adriane Lam: Postdoctoral Fellow","Labs",NA,NA,"00:02:43",NA,"https://www.youtube.com/watch?v=zlmqp-OOCJU","The JOIDES Resolution","General"
"Adriane Lam: Postdoctoral Fellow","Interviews/Career Paths",NA,NA,"00:02:43",NA,"https://www.youtube.com/watch?v=zlmqp-OOCJU","The JOIDES Resolution","General"
"Advanced Piston Coring: A view form the JR drill floor","Drilling/Rigfloor","Jennifer C. Field",NA,"00:03:32",NA,"https://www.youtube.com/watch?v=FfaxvUWPHQM","The JOIDES Resolution","395"
"AGU Cinema 2020: Aboard the JOIDES Resolution","Interviews/Career Paths","Lisa Strong",NA,"00:04:40","Exp 354 Bengal Fan","https://www.youtube.com/watch?v=W31hjNYrQQ8","AGU","General"
"AGU Cinema 2020: Aboard the JOIDES Resolution","Steel Beach","Lisa Strong",NA,"00:04:40","Exp 354 Bengal Fan","https://www.youtube.com/watch?v=W31hjNYrQQ8","AGU","General"
"AGU Cinema 2020: Aboard the JOIDES Resolution","Marine Life","Lisa Strong",NA,"00:04:40","Exp 354 Bengal Fan","https://www.youtube.com/watch?v=W31hjNYrQQ8","AGU","General"
"AGU Cinema 2020: Aboard the JOIDES Resolution","Derrick","Lisa Strong",NA,"00:04:40","Exp 354 Bengal Fan","https://www.youtube.com/watch?v=W31hjNYrQQ8","AGU","General"
"AGU Cinema 2020: Aboard the JOIDES Resolution","Drilling/Rigfloor","Lisa Strong",NA,"00:04:40","Exp 354 Bengal Fan","https://www.youtube.com/watch?v=W31hjNYrQQ8","AGU","General"
"AGU Cinema 2020: Aboard the JOIDES Resolution","Gangway/Pier","Lisa Strong",NA,"00:04:40","Exp 354 Bengal Fan","https://www.youtube.com/watch?v=W31hjNYrQQ8","AGU","General"
"AGU Cinema 2020: Aboard the JOIDES Resolution","Labs","Lisa Strong",NA,"00:04:40","Exp 354 Bengal Fan","https://www.youtube.com/watch?v=W31hjNYrQQ8","AGU","General"
"AGU Cinema 2020: Aboard the JOIDES Resolution","Science","Lisa Strong",NA,"00:04:40","Exp 354 Bengal Fan","https://www.youtube.com/watch?v=W31hjNYrQQ8","AGU","General"
"AGU Cinema 2020: Aboard the JOIDES Resolution","Life Boats","Lisa Strong",NA,"00:04:40","Exp 354 Bengal Fan","https://www.youtube.com/watch?v=W31hjNYrQQ8","AGU","General"
"AGU Cinema 2020: Aboard the JOIDES Resolution","Catwalk","Lisa Strong",NA,"00:04:40","Exp 354 Bengal Fan","https://www.youtube.com/watch?v=W31hjNYrQQ8","AGU","General"
"AGU Cinema 2020: Aboard the JOIDES Resolution","Thrusters/DP","Lisa Strong",NA,"00:04:40","Exp 354 Bengal Fan","https://www.youtube.com/watch?v=W31hjNYrQQ8","AGU","General"
"AGU Cinema 2020: Aboard the JOIDES Resolution","Ocean","Lisa Strong",NA,"00:04:40","Exp 354 Bengal Fan","https://www.youtube.com/watch?v=W31hjNYrQQ8","AGU","General"
"Altered States, Part 1","Ocean","Tessa Peixoto & Marlo Garnsworthy",NA,"00:02:20",NA,"https://www.youtube.com/watch?v=BhZEfjUfwB0","The JOIDES Resolution","393"
"Altered States, Part 1","Labs","Tessa Peixoto & Marlo Garnsworthy",NA,"00:02:20",NA,"https://www.youtube.com/watch?v=BhZEfjUfwB0","The JOIDES Resolution","393"
"Altered States, Part 1","Interviews/Career Paths","Tessa Peixoto & Marlo Garnsworthy",NA,"00:02:20",NA,"https://www.youtube.com/watch?v=BhZEfjUfwB0","The JOIDES Resolution","393"
"Altered States, Part 1","Science","Tessa Peixoto & Marlo Garnsworthy",NA,"00:02:20",NA,"https://www.youtube.com/watch?v=BhZEfjUfwB0","The JOIDES Resolution","393"
"Altered States, Part 2","Interviews/Career Paths","Tessa Peixoto & Marlo Garnsworthy",NA,"00:02:20",NA,"https://www.youtube.com/watch?v=8CPyHmlL--c","The JOIDES Resolution","393"
"Altered States, Part 2","Science","Tessa Peixoto & Marlo Garnsworthy",NA,"00:02:20",NA,"https://www.youtube.com/watch?v=8CPyHmlL--c","The JOIDES Resolution","393"
"Altered States, Part 2","Labs","Tessa Peixoto & Marlo Garnsworthy",NA,"00:02:20",NA,"https://www.youtube.com/watch?v=8CPyHmlL--c","The JOIDES Resolution","393"
"Altered States, Part 2","Ocean","Tessa Peixoto & Marlo Garnsworthy",NA,"00:02:20",NA,"https://www.youtube.com/watch?v=8CPyHmlL--c","The JOIDES Resolution","393"
"Altered States, Part 3","Labs","Tessa Peixoto & Marlo Garnsworthy",NA,"00:02:16",NA,"https://www.youtube.com/watch?v=_cDF8Zj9NDA","The JOIDES Resolution","393"
"Altered States, Part 3","Interviews/Career Paths","Tessa Peixoto & Marlo Garnsworthy",NA,"00:02:16",NA,"https://www.youtube.com/watch?v=_cDF8Zj9NDA","The JOIDES Resolution","393"
"Altered States, Part 3","Ocean","Tessa Peixoto & Marlo Garnsworthy",NA,"00:02:16",NA,"https://www.youtube.com/watch?v=_cDF8Zj9NDA","The JOIDES Resolution","393"
"Altered States, Part 3","Science","Tessa Peixoto & Marlo Garnsworthy",NA,"00:02:16",NA,"https://www.youtube.com/watch?v=_cDF8Zj9NDA","The JOIDES Resolution","393"
"Alyssa Stephens: Communications Specialist","Ocean",NA,NA,"00:02:45",NA,"https://www.youtube.com/watch?v=EQe0zUKhLTA","The JOIDES Resolution","General"
"Alyssa Stephens: Communications Specialist","Reefer",NA,NA,"00:02:45",NA,"https://www.youtube.com/watch?v=EQe0zUKhLTA","The JOIDES Resolution","General"
"Alyssa Stephens: Communications Specialist","Catwalk",NA,NA,"00:02:45",NA,"https://www.youtube.com/watch?v=EQe0zUKhLTA","The JOIDES Resolution","General"
"Alyssa Stephens: Communications Specialist","Life at Sea",NA,NA,"00:02:45",NA,"https://www.youtube.com/watch?v=EQe0zUKhLTA","The JOIDES Resolution","General"
"Alyssa Stephens: Communications Specialist","Steel Beach",NA,NA,"00:02:45",NA,"https://www.youtube.com/watch?v=EQe0zUKhLTA","The JOIDES Resolution","General"
"Alyssa Stephens: Communications Specialist","Interviews/Career Paths",NA,NA,"00:02:45",NA,"https://www.youtube.com/watch?v=EQe0zUKhLTA","The JOIDES Resolution","General"
"Alyssa Stephens: Communications Specialist","Labs",NA,NA,"00:02:45",NA,"https://www.youtube.com/watch?v=EQe0zUKhLTA","The JOIDES Resolution","General"
"Alyssa Stephens: Communications Specialist","Derrick",NA,NA,"00:02:45",NA,"https://www.youtube.com/watch?v=EQe0zUKhLTA","The JOIDES Resolution","General"
"Alyssa Stephens: Communications Specialist","Drilling/Rigfloor",NA,NA,"00:02:45",NA,"https://www.youtube.com/watch?v=EQe0zUKhLTA","The JOIDES Resolution","General"
"An Educators Preview of Exp 317","Drilling/Rigfloor","Julie Pollard",NA,"00:04:39",NA,"https://www.youtube.com/watch?v=_JyR9p1qxKc","OceanLeadership","317"
"An Educators Preview of Exp 317","Life Boats","Julie Pollard",NA,"00:04:39",NA,"https://www.youtube.com/watch?v=_JyR9p1qxKc","OceanLeadership","317"
"An Educators Preview of Exp 317","Catwalk","Julie Pollard",NA,"00:04:39",NA,"https://www.youtube.com/watch?v=_JyR9p1qxKc","OceanLeadership","317"
"An Educators Preview of Exp 317","Labs","Julie Pollard",NA,"00:04:39",NA,"https://www.youtube.com/watch?v=_JyR9p1qxKc","OceanLeadership","317"
"An Educators Preview of Exp 317","Interviews/Career Paths","Julie Pollard",NA,"00:04:39",NA,"https://www.youtube.com/watch?v=_JyR9p1qxKc","OceanLeadership","317"
"An Educators Preview of Exp 317","Bridge","Julie Pollard",NA,"00:04:39",NA,"https://www.youtube.com/watch?v=_JyR9p1qxKc","OceanLeadership","317"
"An Educators Preview of Exp 317","Gangway/Pier","Julie Pollard",NA,"00:04:39",NA,"https://www.youtube.com/watch?v=_JyR9p1qxKc","OceanLeadership","317"
"Another DP Marvel from the JOIDES Resolution","Thrusters/DP",NA,NA,"00:02:10",NA,"https://www.youtube.com/watch?v=9Zfn38TZxlM","OceanLeadership","General"
"Antarctic Scientific Deep Sea Drilling: A Long History","Catwalk",NA,NA,"00:11:03","Glomar Challenger","https://www.youtube.com/watch?v=GN9faSiGUZQ","The JOIDES Resolution","General"
"Antarctic Scientific Deep Sea Drilling: A Long History","Reefer",NA,NA,"00:11:03","Glomar Challenger","https://www.youtube.com/watch?v=GN9faSiGUZQ","The JOIDES Resolution","General"
"Antarctic Scientific Deep Sea Drilling: A Long History","Ocean",NA,NA,"00:11:03","Glomar Challenger","https://www.youtube.com/watch?v=GN9faSiGUZQ","The JOIDES Resolution","General"
"Antarctic Scientific Deep Sea Drilling: A Long History","Life Boats",NA,NA,"00:11:03","Glomar Challenger","https://www.youtube.com/watch?v=GN9faSiGUZQ","The JOIDES Resolution","General"
"Antarctic Scientific Deep Sea Drilling: A Long History","Interviews/Career Paths",NA,NA,"00:11:03","Glomar Challenger","https://www.youtube.com/watch?v=GN9faSiGUZQ","The JOIDES Resolution","General"
"Antarctic Scientific Deep Sea Drilling: A Long History","Marine Life",NA,NA,"00:11:03","Glomar Challenger","https://www.youtube.com/watch?v=GN9faSiGUZQ","The JOIDES Resolution","General"
